"Plot Title: HS"
"#","Date Time, GMT-07:00","Batt, V (LGR S/N: 9668992, SEN S/N: 9668992)","rainfall, inches (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
453,10/30/11 08:15:00 AM,2.95,,,,,
454,10/30/11 08:30:00 AM,2.95,,,,,
455,10/30/11 08:45:00 AM,2.95,,,,,
456,10/30/11 09:00:00 AM,2.95,,,,,
457,10/30/11 09:15:00 AM,2.95,,,,,
458,10/30/11 09:30:00 AM,2.95,,,,,
459,10/30/11 09:45:00 AM,2.93,,,,,
460,10/30/11 10:00:00 AM,2.95,,,,,
461,10/30/11 10:15:00 AM,2.95,,,,,
462,10/30/11 10:30:00 AM,2.93,,,,,
463,10/30/11 10:45:00 AM,2.95,,,,,
464,10/30/11 11:00:00 AM,2.95,,,,,
465,10/30/11 11:15:00 AM,2.95,,,,,
466,10/30/11 11:30:00 AM,2.95,,,,,
467,10/30/11 11:45:00 AM,2.95,,,,,
468,10/30/11 12:00:00 PM,2.95,,,,,
469,10/30/11 12:15:00 PM,2.95,,,,,
470,10/30/11 12:30:00 PM,2.95,,,,,
471,10/30/11 12:45:00 PM,2.95,,,,,
472,10/30/11 01:00:00 PM,2.95,,,,,
473,10/30/11 01:15:00 PM,2.95,,,,,
474,10/30/11 01:30:00 PM,2.95,,,,,
475,10/30/11 01:45:00 PM,2.95,,,,,
476,10/30/11 02:00:00 PM,2.95,,,,,
477,10/30/11 02:15:00 PM,2.95,,,,,
478,10/30/11 02:30:00 PM,2.95,,,,,
479,10/30/11 02:45:00 PM,2.95,,,,,
480,10/30/11 03:00:00 PM,2.95,,,,,
481,10/30/11 03:15:00 PM,2.95,,,,,
482,10/30/11 03:30:00 PM,2.95,,,,,
483,10/30/11 03:45:00 PM,2.95,,,,,
484,10/30/11 04:00:00 PM,2.95,,,,,
485,10/30/11 04:15:00 PM,2.95,,,,,
486,10/30/11 04:30:00 PM,2.95,,,,,
487,10/30/11 04:45:00 PM,2.95,,,,,
488,10/30/11 05:00:00 PM,2.97,,,,,
489,10/30/11 05:15:00 PM,2.97,,,,,
490,10/30/11 05:30:00 PM,2.95,,,,,
491,10/30/11 05:45:00 PM,2.95,,,,,
492,10/30/11 06:00:00 PM,2.95,,,,,
493,10/30/11 06:15:00 PM,2.95,,,,,
494,10/30/11 06:30:00 PM,2.95,,,,,
495,10/30/11 06:45:00 PM,2.95,,,,,
496,10/30/11 07:00:00 PM,2.95,,,,,
497,10/30/11 07:15:00 PM,2.93,,,,,
498,10/30/11 07:30:00 PM,2.95,,,,,
499,10/30/11 07:45:00 PM,2.95,,,,,
500,10/30/11 08:00:00 PM,2.95,,,,,
501,10/30/11 08:15:00 PM,2.95,,,,,
502,10/30/11 08:30:00 PM,2.95,,,,,
503,10/30/11 08:45:00 PM,2.95,,,,,
504,10/30/11 09:00:00 PM,2.95,,,,,
505,10/30/11 09:15:00 PM,2.95,,,,,
506,10/30/11 09:30:00 PM,2.95,,,,,
507,10/30/11 09:45:00 PM,2.95,,,,,
508,10/30/11 10:00:00 PM,2.97,,,,,
509,10/30/11 10:15:00 PM,2.95,,,,,
510,10/30/11 10:30:00 PM,2.95,,,,,
511,10/30/11 10:45:00 PM,2.95,,,,,
512,10/30/11 11:00:00 PM,2.95,,,,,
513,10/30/11 11:15:00 PM,2.95,,,,,
514,10/30/11 11:30:00 PM,2.95,,,,,
515,10/30/11 11:45:00 PM,2.95,,,,,
516,10/31/11 12:00:00 AM,2.95,,,,,
517,10/31/11 12:15:00 AM,2.95,,,,,
518,10/31/11 12:30:00 AM,2.95,,,,,
519,10/31/11 12:45:00 AM,2.95,,,,,
520,10/31/11 01:00:00 AM,2.95,,,,,
521,10/31/11 01:15:00 AM,2.95,,,,,
