"Plot Title: HS"
"#","Date Time, GMT-07:00","Batt, V (LGR S/N: 9668992, SEN S/N: 9668992)","rainfall, inches (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
52,06/27/11 11:06:01 AM,3.01,,,,,
53,06/27/11 11:06:02 AM,3.01,,,,,
54,06/27/11 11:06:03 AM,3.01,,,,,
55,06/27/11 11:06:04 AM,3.01,,,,,
56,06/27/11 11:06:05 AM,3.01,,,,,
57,06/27/11 11:06:06 AM,3.01,0.01,,,,
58,06/27/11 11:06:07 AM,3.01,,,,,
59,06/27/11 11:06:08 AM,3.01,,,,,
60,06/27/11 11:06:09 AM,3.01,,,,,
61,06/27/11 11:06:10 AM,3.01,,,,,
62,06/27/11 11:06:11 AM,3.01,,,,,
63,06/27/11 11:06:12 AM,3.01,,,,,
64,06/27/11 11:06:13 AM,3.01,,,,,
65,06/27/11 11:06:14 AM,3.01,0.02,,,,
66,06/27/11 11:06:15 AM,3.01,,,,,
67,06/27/11 11:06:16 AM,3.01,,,,,
68,06/27/11 11:06:17 AM,3.01,,,,,
69,06/27/11 11:06:18 AM,3.01,,,,,
70,06/27/11 11:06:19 AM,3.01,,,,,
71,06/27/11 11:06:20 AM,3.01,,,,,
72,06/27/11 11:06:21 AM,3.01,,,,,
73,06/27/11 11:06:22 AM,3.01,0.03,,,,
74,06/27/11 11:06:23 AM,3.01,,,,,
75,06/27/11 11:06:24 AM,3.01,,,,,
76,06/27/11 11:06:25 AM,3.01,,,,,
77,06/27/11 11:06:26 AM,3.01,,,,,
78,06/27/11 11:06:27 AM,3.01,,,,,
79,06/27/11 11:06:28 AM,3.01,,,,,
80,06/27/11 11:06:29 AM,3.01,,,,,
81,06/27/11 11:06:30 AM,3.01,0.04,,,,
82,06/27/11 11:06:31 AM,3.01,,,,,
83,06/27/11 11:06:32 AM,3.01,,,,,
84,06/27/11 11:06:33 AM,3.01,,,,,
85,06/27/11 11:06:34 AM,3.01,,,,,
86,06/27/11 11:06:35 AM,3.01,,,,,
87,06/27/11 11:06:36 AM,3.01,,,,,
88,06/27/11 11:06:37 AM,3.01,0.05,,,,
89,06/27/11 11:06:38 AM,3.01,,,,,
90,06/27/11 11:06:39 AM,3.01,,,,,
91,06/27/11 11:06:40 AM,3.01,,,,,
92,06/27/11 11:06:41 AM,3.01,,,,,
93,06/27/11 11:06:42 AM,3.01,,,,,
94,06/27/11 11:06:43 AM,3.01,,,,,
95,06/27/11 11:06:44 AM,3.01,,,,,
96,06/27/11 11:06:45 AM,3.01,,,,,
97,06/27/11 11:06:46 AM,3.01,,,,,
98,06/27/11 11:06:47 AM,3.01,0.06,,,,
99,06/27/11 11:06:48 AM,3.01,,,,,
100,06/27/11 11:06:49 AM,3.01,,,,,
101,06/27/11 11:06:50 AM,3.01,,,,,
102,06/27/11 11:06:51 AM,3.01,,,,,
103,06/27/11 11:06:52 AM,3.01,,,,,
104,06/27/11 11:06:53 AM,3.01,,,,,
105,06/27/11 11:06:54 AM,3.01,0.07,,,,
106,06/27/11 11:06:55 AM,3.01,,,,,
107,06/27/11 11:06:56 AM,3.01,,,,,
108,06/27/11 11:06:57 AM,3.01,,,,,
109,06/27/11 11:06:58 AM,3.01,,,,,
110,06/27/11 11:06:59 AM,3.01,,,,,
111,06/27/11 11:07:00 AM,3.01,,,,,
112,06/27/11 11:07:01 AM,3.01,,,,,
113,06/27/11 11:07:02 AM,3.01,0.08,,,,
114,06/27/11 11:07:03 AM,3.01,,,,,
115,06/27/11 11:07:04 AM,3.01,,,,,
116,06/27/11 11:07:05 AM,3.01,,,,,
117,06/27/11 11:07:06 AM,3.01,,,,,
118,06/27/11 11:07:07 AM,3.01,,,,,
119,06/27/11 11:07:08 AM,3.01,,,,,
120,06/27/11 11:07:09 AM,3.01,,,,,
121,06/27/11 11:07:10 AM,3.01,0.09,,,,
122,06/27/11 11:07:11 AM,3.01,,,,,
123,06/27/11 11:07:12 AM,3.01,,,,,
124,06/27/11 11:07:13 AM,3.01,,,,,
125,06/27/11 11:07:14 AM,3.01,,,,,
126,06/27/11 11:07:15 AM,3.01,,,,,
127,06/27/11 11:07:16 AM,3.01,,,,,
128,06/27/11 11:07:17 AM,3.01,,,,,
129,06/27/11 11:07:18 AM,3.01,,,,,
130,06/27/11 11:07:19 AM,3.01,,,,,
131,06/27/11 11:07:20 AM,3.01,0.10,,,,
132,06/27/11 11:07:21 AM,3.01,,,,,
133,06/27/11 11:07:22 AM,3.01,,,,,
134,06/27/11 11:07:23 AM,3.01,,,,,
135,06/27/11 11:07:24 AM,3.01,,,,,
136,06/27/11 11:07:25 AM,3.01,,,,,
137,06/27/11 11:07:26 AM,3.01,,,,,
138,06/27/11 11:07:27 AM,3.01,0.11,,,,
139,06/27/11 11:07:28 AM,3.01,,,,,
140,06/27/11 11:07:29 AM,3.01,,,,,
141,06/27/11 11:07:30 AM,3.01,,,,,
142,06/27/11 11:07:31 AM,3.01,,,,,
143,06/27/11 11:07:32 AM,3.01,,,,,
144,06/27/11 11:07:33 AM,3.01,,,,,
145,06/27/11 11:07:34 AM,3.01,,,,,
146,06/27/11 11:07:35 AM,3.01,,,,,
147,06/27/11 11:07:36 AM,3.01,0.12,,,,
148,06/27/11 11:07:37 AM,3.01,,,,,
149,06/27/11 11:07:38 AM,3.01,,,,,
150,06/27/11 11:07:39 AM,3.01,,,,,
151,06/27/11 11:07:40 AM,3.01,,,,,
152,06/27/11 11:07:41 AM,3.01,,,,,
153,06/27/11 11:07:42 AM,3.01,,,,,
154,06/27/11 11:07:43 AM,3.01,0.13,,,,
155,06/27/11 11:07:44 AM,3.01,,,,,
156,06/27/11 11:07:45 AM,3.01,,,,,
157,06/27/11 11:07:46 AM,3.01,,,,,
158,06/27/11 11:07:47 AM,3.01,,,,,
159,06/27/11 11:07:48 AM,3.01,,,,,
160,06/27/11 11:07:49 AM,3.01,,,,,
161,06/27/11 11:07:50 AM,3.01,,,,,
162,06/27/11 11:07:51 AM,3.01,,,,,
163,06/27/11 11:07:52 AM,3.01,0.14,,,,
164,06/27/11 11:07:53 AM,3.01,,,,,
165,06/27/11 11:07:54 AM,3.01,,,,,
166,06/27/11 11:07:55 AM,3.01,,,,,
167,06/27/11 11:07:56 AM,3.01,,,,,
168,06/27/11 11:07:57 AM,3.01,,,,,
169,06/27/11 11:07:58 AM,3.01,,,,,
170,06/27/11 11:07:59 AM,3.01,,,,,
171,06/27/11 11:08:00 AM,3.01,0.15,,,,
172,06/27/11 11:08:01 AM,3.01,,,,,
173,06/27/11 11:08:02 AM,3.01,,,,,
174,06/27/11 11:08:03 AM,3.01,,,,,
175,06/27/11 11:08:04 AM,3.01,,,,,
176,06/27/11 11:08:05 AM,3.01,,,,,
177,06/27/11 11:08:06 AM,3.01,,,,,
178,06/27/11 11:08:07 AM,3.01,,,,,
179,06/27/11 11:08:08 AM,3.01,0.16,,,,
180,06/27/11 11:08:09 AM,3.01,,,,,
181,06/27/11 11:08:10 AM,3.01,,,,,
182,06/27/11 11:08:11 AM,3.01,,,,,
183,06/27/11 11:08:12 AM,3.01,,,,,
184,06/27/11 11:08:13 AM,3.01,,,,,
185,06/27/11 11:08:14 AM,3.01,,,,,
186,06/27/11 11:08:15 AM,3.01,0.17,,,,
187,06/27/11 11:08:16 AM,3.01,,,,,
188,06/27/11 11:08:17 AM,3.01,,,,,
189,06/27/11 11:08:18 AM,3.01,,,,,
190,06/27/11 11:08:19 AM,3.01,,,,,
191,06/27/11 11:08:20 AM,3.01,,,,,
192,06/27/11 11:08:21 AM,3.01,,,,,
193,06/27/11 11:08:22 AM,3.01,,,,,
194,06/27/11 11:08:23 AM,3.01,,,,,
195,06/27/11 11:08:24 AM,3.01,0.18,,,,
196,06/27/11 11:08:25 AM,3.01,,,,,
197,06/27/11 11:08:26 AM,3.01,,,,,
198,06/27/11 11:08:27 AM,3.01,,,,,
199,06/27/11 11:08:28 AM,3.01,,,,,
200,06/27/11 11:08:29 AM,3.01,,,,,
201,06/27/11 11:08:30 AM,3.01,,,,,
202,06/27/11 11:08:31 AM,3.01,,,,,
203,06/27/11 11:08:32 AM,3.01,0.19,,,,
204,06/27/11 11:08:33 AM,3.01,,,,,
205,06/27/11 11:08:34 AM,3.01,,,,,
206,06/27/11 11:08:35 AM,3.01,,,,,
207,06/27/11 11:08:36 AM,3.01,,,,,
208,06/27/11 11:08:37 AM,3.01,,,,,
209,06/27/11 11:08:38 AM,3.01,,,,,
210,06/27/11 11:08:39 AM,3.01,,,,,
211,06/27/11 11:08:40 AM,3.01,0.20,,,,
212,06/27/11 11:08:41 AM,3.01,,,,,
213,06/27/11 11:08:42 AM,3.01,,,,,
214,06/27/11 11:08:43 AM,3.01,,,,,
215,06/27/11 11:08:44 AM,3.01,,,,,
216,06/27/11 11:08:45 AM,3.01,,,,,
217,06/27/11 11:08:46 AM,3.01,,,,,
218,06/27/11 11:08:47 AM,3.01,,,,,
219,06/27/11 11:08:48 AM,3.01,0.21,,,,
220,06/27/11 11:08:49 AM,3.01,,,,,
221,06/27/11 11:08:50 AM,3.01,,,,,
222,06/27/11 11:08:51 AM,3.01,,,,,
223,06/27/11 11:08:52 AM,3.01,,,,,
224,06/27/11 11:08:53 AM,3.01,,,,,
225,06/27/11 11:08:54 AM,3.01,,,,,
226,06/27/11 11:08:55 AM,3.01,,,,,
227,06/27/11 11:08:56 AM,3.01,,,,,
228,06/27/11 11:08:57 AM,3.01,0.22,,,,
229,06/27/11 11:08:58 AM,3.01,,,,,
230,06/27/11 11:08:59 AM,3.01,,,,,
231,06/27/11 11:09:00 AM,3.01,,,,,
232,06/27/11 11:09:01 AM,3.01,,,,,
233,06/27/11 11:09:02 AM,3.01,,,,,
234,06/27/11 11:09:03 AM,3.01,,,,,
235,06/27/11 11:09:04 AM,3.01,0.23,,,,
236,06/27/11 11:09:05 AM,3.01,,,,,
237,06/27/11 11:09:06 AM,3.01,,,,,
238,06/27/11 11:09:07 AM,3.01,,,,,
239,06/27/11 11:09:08 AM,3.01,,,,,
240,06/27/11 11:09:09 AM,3.01,,,,,
241,06/27/11 11:09:10 AM,3.01,,,,,
242,06/27/11 11:09:11 AM,3.01,,,,,
243,06/27/11 11:09:12 AM,3.01,,,,,
244,06/27/11 11:09:13 AM,3.01,0.24,,,,
245,06/27/11 11:09:14 AM,3.01,,,,,
246,06/27/11 11:09:15 AM,3.01,,,,,
247,06/27/11 11:09:16 AM,3.01,,,,,
248,06/27/11 11:09:17 AM,3.01,,,,,
249,06/27/11 11:09:18 AM,3.01,,,,,
250,06/27/11 11:09:19 AM,3.01,,,,,
251,06/27/11 11:09:20 AM,3.01,0.25,,,,
252,06/27/11 11:09:21 AM,3.01,,,,,
253,06/27/11 11:09:22 AM,3.01,,,,,
254,06/27/11 11:09:23 AM,3.01,,,,,
255,06/27/11 11:09:24 AM,3.01,,,,,
256,06/27/11 11:09:25 AM,3.01,,,,,
257,06/27/11 11:09:26 AM,3.01,,,,,
258,06/27/11 11:09:27 AM,3.01,,,,,
259,06/27/11 11:09:28 AM,3.01,0.26,,,,
260,06/27/11 11:09:29 AM,3.01,,,,,
261,06/27/11 11:09:30 AM,3.01,,,,,
262,06/27/11 11:09:31 AM,3.01,,,,,
263,06/27/11 11:09:32 AM,3.01,,,,,
264,06/27/11 11:09:33 AM,3.01,,,,,
265,06/27/11 11:09:34 AM,3.01,,,,,
266,06/27/11 11:09:35 AM,3.01,0.27,,,,
267,06/27/11 11:09:36 AM,3.01,,,,,
268,06/27/11 11:09:37 AM,3.01,,,,,
269,06/27/11 11:09:38 AM,3.01,,,,,
270,06/27/11 11:09:39 AM,3.01,,,,,
271,06/27/11 11:09:40 AM,3.01,,,,,
272,06/27/11 11:09:41 AM,3.01,,,,,
273,06/27/11 11:09:42 AM,3.01,,,,,
274,06/27/11 11:09:43 AM,3.01,,,,,
275,06/27/11 11:09:44 AM,3.01,0.28,,,,
276,06/27/11 11:09:45 AM,3.01,,,,,
277,06/27/11 11:09:46 AM,3.01,,,,,
278,06/27/11 11:09:47 AM,3.01,,,,,
279,06/27/11 11:09:48 AM,3.01,,,,,
280,06/27/11 11:09:49 AM,3.01,,,,,
281,06/27/11 11:09:50 AM,3.01,,,,,
282,06/27/11 11:09:51 AM,3.01,0.29,,,,
283,06/27/11 11:09:52 AM,3.01,,,,,
284,06/27/11 11:09:53 AM,3.01,,,,,
285,06/27/11 11:09:54 AM,3.01,,,,,
286,06/27/11 11:09:55 AM,3.01,,,,,
287,06/27/11 11:09:56 AM,3.01,,,,,
288,06/27/11 11:09:57 AM,3.01,,,,,
289,06/27/11 11:09:58 AM,3.01,,,,,
290,06/27/11 11:09:59 AM,3.01,0.30,,,,
291,06/27/11 11:10:00 AM,3.01,,,,,
292,06/27/11 11:10:01 AM,3.01,,,,,
293,06/27/11 11:10:02 AM,3.01,,,,,
294,06/27/11 11:10:03 AM,3.01,,,,,
295,06/27/11 11:10:04 AM,3.01,,,,,
296,06/27/11 11:10:05 AM,3.01,,,,,
297,06/27/11 11:10:06 AM,3.01,0.31,,,,
298,06/27/11 11:10:07 AM,3.01,,,,,
299,06/27/11 11:10:08 AM,3.01,,,,,
300,06/27/11 11:10:09 AM,3.01,,,,,
301,06/27/11 11:10:10 AM,3.01,,,,,
302,06/27/11 11:10:11 AM,3.01,,,,,
303,06/27/11 11:10:12 AM,3.01,,,,,
304,06/27/11 11:10:13 AM,3.01,,,,,
305,06/27/11 11:10:14 AM,3.01,0.32,,,,
306,06/27/11 11:10:15 AM,3.01,,,,,
307,06/27/11 11:10:16 AM,3.01,,,,,
308,06/27/11 11:10:17 AM,3.01,,,,,
309,06/27/11 11:10:18 AM,3.01,,,,,
310,06/27/11 11:10:19 AM,3.01,,,,,
311,06/27/11 11:10:20 AM,3.01,,,,,
312,06/27/11 11:10:21 AM,3.01,0.33,,,,
313,06/27/11 11:10:22 AM,3.01,,,,,
314,06/27/11 11:10:23 AM,3.01,,,,,
315,06/27/11 11:10:24 AM,3.01,,,,,
316,06/27/11 11:10:25 AM,3.01,,,,,
317,06/27/11 11:10:26 AM,3.01,,,,,
318,06/27/11 11:10:27 AM,3.01,,,,,
319,06/27/11 11:10:28 AM,3.01,,,,,
320,06/27/11 11:10:29 AM,3.01,,,,,
321,06/27/11 11:10:30 AM,3.01,0.34,,,,
322,06/27/11 11:10:31 AM,3.01,,,,,
323,06/27/11 11:10:32 AM,3.01,,,,,
324,06/27/11 11:10:33 AM,3.01,,,,,
325,06/27/11 11:10:34 AM,3.01,,,,,
326,06/27/11 11:10:35 AM,3.01,,,,,
327,06/27/11 11:10:36 AM,3.01,,,,,
328,06/27/11 11:10:37 AM,3.01,0.35,,,,
329,06/27/11 11:10:38 AM,3.01,,,,,
330,06/27/11 11:10:39 AM,3.01,,,,,
331,06/27/11 11:10:40 AM,3.01,,,,,
332,06/27/11 11:10:41 AM,3.01,,,,,
333,06/27/11 11:10:42 AM,3.01,,,,,
334,06/27/11 11:10:43 AM,3.01,,,,,
335,06/27/11 11:10:44 AM,3.01,,,,,
336,06/27/11 11:10:45 AM,3.01,0.36,,,,
337,06/27/11 11:10:46 AM,3.01,,,,,
338,06/27/11 11:10:47 AM,3.01,,,,,
339,06/27/11 11:10:48 AM,3.01,,,,,
340,06/27/11 11:10:49 AM,3.01,,,,,
341,06/27/11 11:10:50 AM,3.01,,,,,
342,06/27/11 11:10:51 AM,3.01,,,,,
343,06/27/11 11:10:52 AM,3.01,0.37,,,,
344,06/27/11 11:10:53 AM,3.01,,,,,
345,06/27/11 11:10:54 AM,3.01,,,,,
346,06/27/11 11:10:55 AM,3.01,,,,,
347,06/27/11 11:10:56 AM,3.01,,,,,
348,06/27/11 11:10:57 AM,3.01,,,,,
349,06/27/11 11:10:58 AM,3.01,,,,,
350,06/27/11 11:10:59 AM,3.01,,,,,
351,06/27/11 11:11:00 AM,3.01,0.38,,,,
352,06/27/11 11:11:01 AM,3.01,,,,,
353,06/27/11 11:11:02 AM,3.01,,,,,
354,06/27/11 11:11:03 AM,3.01,,,,,
355,06/27/11 11:11:04 AM,3.01,,,,,
356,06/27/11 11:11:05 AM,3.01,,,,,
357,06/27/11 11:11:06 AM,3.01,,,,,
358,06/27/11 11:11:07 AM,3.01,0.39,,,,
359,06/27/11 11:11:08 AM,3.01,,,,,
360,06/27/11 11:11:09 AM,3.01,,,,,
361,06/27/11 11:11:10 AM,3.01,,,,,
362,06/27/11 11:11:11 AM,3.01,,,,,
363,06/27/11 11:11:12 AM,3.01,,,,,
364,06/27/11 11:11:13 AM,3.01,,,,,
365,06/27/11 11:11:14 AM,3.01,,,,,
366,06/27/11 11:11:15 AM,3.01,0.40,,,,
367,06/27/11 11:11:16 AM,3.01,,,,,
368,06/27/11 11:11:17 AM,3.01,,,,,
369,06/27/11 11:11:18 AM,3.01,,,,,
370,06/27/11 11:11:19 AM,3.01,,,,,
371,06/27/11 11:11:20 AM,3.01,,,,,
372,06/27/11 11:11:21 AM,3.01,,,,,
373,06/27/11 11:11:22 AM,3.01,,,,,
374,06/27/11 11:11:23 AM,3.01,0.41,,,,
375,06/27/11 11:11:24 AM,3.01,,,,,
376,06/27/11 11:11:25 AM,3.01,,,,,
377,06/27/11 11:11:26 AM,3.01,,,,,
378,06/27/11 11:11:27 AM,3.01,,,,,
379,06/27/11 11:11:28 AM,3.01,,,,,
380,06/27/11 11:11:29 AM,3.01,,,,,
381,06/27/11 11:11:30 AM,3.01,0.42,,,,
382,06/27/11 11:11:31 AM,3.01,,,,,
383,06/27/11 11:11:32 AM,3.01,,,,,
384,06/27/11 11:11:33 AM,3.01,,,,,
385,06/27/11 11:11:34 AM,3.01,,,,,
386,06/27/11 11:11:35 AM,3.01,,,,,
387,06/27/11 11:11:36 AM,3.01,,,,,
388,06/27/11 11:11:37 AM,3.01,,,,,
389,06/27/11 11:11:38 AM,3.01,0.43,,,,
390,06/27/11 11:11:39 AM,3.01,,,,,
391,06/27/11 11:11:40 AM,3.01,,,,,
392,06/27/11 11:11:41 AM,3.01,,,,,
393,06/27/11 11:11:42 AM,3.01,,,,,
394,06/27/11 11:11:43 AM,3.01,,,,,
395,06/27/11 11:11:44 AM,3.01,,,,,
396,06/27/11 11:11:45 AM,3.01,0.44,,,,
397,06/27/11 11:11:46 AM,3.01,,,,,
398,06/27/11 11:11:47 AM,3.01,,,,,
399,06/27/11 11:11:48 AM,3.01,,,,,
400,06/27/11 11:11:49 AM,3.01,,,,,
401,06/27/11 11:11:50 AM,3.01,,,,,
402,06/27/11 11:11:51 AM,3.01,,,,,
403,06/27/11 11:11:52 AM,3.01,,,,,
404,06/27/11 11:11:53 AM,3.01,0.45,,,,
405,06/27/11 11:11:54 AM,3.01,,,,,
406,06/27/11 11:11:55 AM,3.01,,,,,
407,06/27/11 11:11:56 AM,3.01,,,,,
408,06/27/11 11:11:57 AM,3.01,,,,,
409,06/27/11 11:11:58 AM,3.01,,,,,
410,06/27/11 11:11:59 AM,3.01,,,,,
411,06/27/11 11:12:00 AM,3.01,0.46,,,,
412,06/27/11 11:12:01 AM,3.01,,,,,
413,06/27/11 11:12:02 AM,3.01,,,,,
414,06/27/11 11:12:03 AM,3.01,,,,,
415,06/27/11 11:12:04 AM,3.01,,,,,
416,06/27/11 11:12:05 AM,3.01,,,,,
417,06/27/11 11:12:06 AM,3.01,,,,,
418,06/27/11 11:12:07 AM,3.01,0.47,,,,
419,06/27/11 11:12:08 AM,3.01,,,,,
420,06/27/11 11:12:09 AM,3.01,,,,,
421,06/27/11 11:12:10 AM,3.01,,,,,
422,06/27/11 11:12:11 AM,3.01,,,,,
423,06/27/11 11:12:12 AM,3.01,,,,,
424,06/27/11 11:12:13 AM,3.01,,,,,
425,06/27/11 11:12:14 AM,3.01,,,,,
426,06/27/11 11:12:15 AM,3.01,0.48,,,,
427,06/27/11 11:12:16 AM,3.01,,,,,
428,06/27/11 11:12:17 AM,3.01,,,,,
429,06/27/11 11:12:18 AM,3.01,,,,,
430,06/27/11 11:12:19 AM,3.01,,,,,
431,06/27/11 11:12:20 AM,3.01,,,,,
432,06/27/11 11:12:21 AM,3.01,,,,,
433,06/27/11 11:12:22 AM,3.01,0.49,,,,
434,06/27/11 11:12:23 AM,3.01,,,,,
435,06/27/11 11:12:24 AM,3.01,,,,,
436,06/27/11 11:12:25 AM,3.01,,,,,
437,06/27/11 11:12:26 AM,3.01,,,,,
438,06/27/11 11:12:27 AM,3.01,,,,,
439,06/27/11 11:12:28 AM,3.01,,,,,
440,06/27/11 11:12:29 AM,3.01,,,,,
441,06/27/11 11:12:30 AM,3.01,0.50,,,,
442,06/27/11 11:12:31 AM,3.01,,,,,
443,06/27/11 11:12:32 AM,3.01,,,,,
444,06/27/11 11:12:33 AM,3.01,,,,,
445,06/27/11 11:12:34 AM,3.01,,,,,
446,06/27/11 11:12:35 AM,3.01,,,,,
447,06/27/11 11:12:36 AM,3.01,,,,,
448,06/27/11 11:12:37 AM,3.01,0.51,,,,
449,06/27/11 11:12:38 AM,3.01,,,,,
450,06/27/11 11:12:39 AM,3.01,,,,,
451,06/27/11 11:12:40 AM,3.01,,,,,
452,06/27/11 11:12:41 AM,3.01,,,,,
453,06/27/11 11:12:42 AM,3.01,,,,,
454,06/27/11 11:12:43 AM,3.01,,,,,
455,06/27/11 11:12:44 AM,3.01,,,,,
456,06/27/11 11:12:45 AM,3.01,0.52,,,,
457,06/27/11 11:12:46 AM,3.01,,,,,
458,06/27/11 11:12:47 AM,3.01,,,,,
459,06/27/11 11:12:48 AM,3.01,,,,,
460,06/27/11 11:12:49 AM,3.01,,,,,
461,06/27/11 11:12:50 AM,3.01,,,,,
462,06/27/11 11:12:51 AM,3.01,,,,,
463,06/27/11 11:12:52 AM,3.01,0.53,,,,
464,06/27/11 11:12:53 AM,3.01,,,,,
465,06/27/11 11:12:54 AM,3.01,,,,,
466,06/27/11 11:12:55 AM,3.01,,,,,
467,06/27/11 11:12:56 AM,3.01,,,,,
468,06/27/11 11:12:57 AM,3.01,,,,,
469,06/27/11 11:12:58 AM,3.01,,,,,
470,06/27/11 11:12:59 AM,3.01,,,,,
471,06/27/11 11:13:00 AM,3.01,0.54,,,,
472,06/27/11 11:13:01 AM,3.01,,,,,
473,06/27/11 11:13:02 AM,3.01,,,,,
474,06/27/11 11:13:03 AM,3.01,,,,,
475,06/27/11 11:13:04 AM,3.01,,,,,
476,06/27/11 11:13:05 AM,3.01,,,,,
477,06/27/11 11:13:06 AM,3.01,,,,,
478,06/27/11 11:13:07 AM,3.01,0.55,,,,
479,06/27/11 11:13:08 AM,3.01,,,,,
480,06/27/11 11:13:09 AM,3.01,,,,,
481,06/27/11 11:13:10 AM,3.01,,,,,
482,06/27/11 11:13:11 AM,3.01,,,,,
483,06/27/11 11:13:12 AM,3.01,,,,,
484,06/27/11 11:13:13 AM,3.01,,,,,
485,06/27/11 11:13:14 AM,3.01,,,,,
486,06/27/11 11:13:15 AM,3.01,0.56,,,,
487,06/27/11 11:13:16 AM,3.01,,,,,
488,06/27/11 11:13:17 AM,3.01,,,,,
489,06/27/11 11:13:18 AM,3.01,,,,,
490,06/27/11 11:13:19 AM,3.01,,,,,
491,06/27/11 11:13:20 AM,3.01,,,,,
492,06/27/11 11:13:21 AM,3.01,,,,,
493,06/27/11 11:13:22 AM,3.01,0.57,,,,
494,06/27/11 11:13:23 AM,3.01,,,,,
495,06/27/11 11:13:24 AM,3.01,,,,,
496,06/27/11 11:13:25 AM,3.01,,,,,
497,06/27/11 11:13:26 AM,3.01,,,,,
498,06/27/11 11:13:27 AM,3.01,,,,,
499,06/27/11 11:13:28 AM,3.01,,,,,
500,06/27/11 11:13:29 AM,3.01,,,,,
501,06/27/11 11:13:30 AM,3.01,0.58,,,,
502,06/27/11 11:13:31 AM,3.01,,,,,
503,06/27/11 11:13:32 AM,3.01,,,,,
504,06/27/11 11:13:33 AM,3.01,,,,,
505,06/27/11 11:13:34 AM,3.01,,,,,
506,06/27/11 11:13:35 AM,3.01,,,,,
507,06/27/11 11:13:36 AM,3.01,,,,,
508,06/27/11 11:13:37 AM,3.01,,,,,
509,06/27/11 11:13:38 AM,3.01,0.59,,,,
510,06/27/11 11:13:39 AM,3.01,,,,,
511,06/27/11 11:13:40 AM,3.01,,,,,
512,06/27/11 11:13:41 AM,3.01,,,,,
513,06/27/11 11:13:42 AM,3.01,,,,,
514,06/27/11 11:13:43 AM,3.01,,,,,
