"Plot Title: LQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Attached (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Detached (LGR S/N: 20309222, SEN S/N: 20309222)","Host Connected (LGR S/N: 20309222, SEN S/N: 20309222)","End Of File (LGR S/N: 20309222, SEN S/N: 20309222)"
84,01/29/19 09:00:00 PM,46.728,,,,,
85,01/29/19 10:00:00 PM,48.871,,,,,
86,01/29/19 11:00:00 PM,50.113,,,,,
87,01/30/19 12:00:00 AM,50.290,,,,,
88,01/30/19 01:00:00 AM,48.695,,,,,
89,01/30/19 02:00:00 AM,47.088,,,,,
90,01/30/19 03:00:00 AM,46.908,,,,,
91,01/30/19 04:00:00 AM,46.728,,,,,
92,01/30/19 05:00:00 AM,46.908,,,,,
93,01/30/19 06:00:00 AM,46.728,,,,,
94,01/30/19 07:00:00 AM,44.560,,,,,
95,01/30/19 08:00:00 AM,44.922,,,,,
96,01/30/19 09:00:00 AM,48.339,,,,,
97,01/30/19 10:00:00 AM,54.669,,,,,
98,01/30/19 11:00:00 AM,68.248,,,,,
99,01/30/19 12:00:00 PM,60.024,,,,,
100,01/30/19 01:00:00 PM,62.254,,,,,
101,01/30/19 02:00:00 PM,61.398,,,,,
102,01/30/19 03:00:00 PM,66.022,,,,,
103,01/30/19 04:00:00 PM,58.993,,,,,
104,01/30/19 05:00:00 PM,56.750,,,,,
105,01/30/19 06:00:00 PM,54.495,,,,,
106,01/30/19 07:00:00 PM,53.973,,,,,
107,01/30/19 08:00:00 PM,53.274,,,,,
108,01/30/19 09:00:00 PM,53.449,,,,,
109,01/30/19 09:34:06 PM,,0.01,,,,
110,01/30/19 09:35:46 PM,,0.02,,,,
111,01/30/19 10:00:00 PM,52.750,,,,,
112,01/30/19 10:33:41 PM,,0.03,,,,
113,01/30/19 10:39:25 PM,,0.04,,,,
114,01/30/19 10:40:06 PM,,0.05,,,,
115,01/30/19 10:40:43 PM,,0.06,,,,
116,01/30/19 10:41:41 PM,,0.07,,,,
117,01/30/19 10:43:11 PM,,0.08,,,,
118,01/30/19 10:44:20 PM,,0.09,,,,
119,01/30/19 10:45:53 PM,,0.10,,,,
120,01/30/19 10:47:11 PM,,0.11,,,,
121,01/30/19 10:50:56 PM,,0.12,,,,
122,01/30/19 10:54:11 PM,,0.13,,,,
123,01/30/19 10:56:24 PM,,0.14,,,,
124,01/30/19 11:00:00 PM,51.523,,,,,
125,01/30/19 11:00:10 PM,,0.15,,,,
126,01/30/19 11:14:44 PM,,0.16,,,,
127,01/30/19 11:20:19 PM,,0.17,,,,
128,01/30/19 11:30:59 PM,,0.18,,,,
129,01/30/19 11:39:17 PM,,0.19,,,,
130,01/30/19 11:41:06 PM,,0.20,,,,
131,01/30/19 11:43:41 PM,,0.21,,,,
132,01/30/19 11:46:39 PM,,0.22,,,,
133,01/30/19 11:48:59 PM,,0.23,,,,
134,01/30/19 11:51:00 PM,,0.24,,,,
135,01/30/19 11:55:58 PM,,0.25,,,,
136,01/31/19 12:00:00 AM,51.172,,,,,
137,01/31/19 12:00:31 AM,,0.26,,,,
138,01/31/19 12:06:09 AM,,0.27,,,,
139,01/31/19 12:08:58 AM,,0.28,,,,
140,01/31/19 12:12:21 AM,,0.29,,,,
141,01/31/19 12:15:41 AM,,0.30,,,,
142,01/31/19 12:20:07 AM,,0.31,,,,
143,01/31/19 12:23:08 AM,,0.32,,,,
144,01/31/19 12:26:21 AM,,0.33,,,,
145,01/31/19 12:28:23 AM,,0.34,,,,
146,01/31/19 12:31:06 AM,,0.35,,,,
147,01/31/19 12:35:52 AM,,0.36,,,,
148,01/31/19 12:41:11 AM,,0.37,,,,
149,01/31/19 12:45:29 AM,,0.38,,,,
150,01/31/19 12:47:58 AM,,0.39,,,,
151,01/31/19 12:50:25 AM,,0.40,,,,
152,01/31/19 12:53:46 AM,,0.41,,,,
153,01/31/19 12:59:04 AM,,0.42,,,,
154,01/31/19 01:00:00 AM,52.050,,,,,
155,01/31/19 01:03:20 AM,,0.43,,,,
156,01/31/19 01:05:47 AM,,0.44,,,,
157,01/31/19 01:07:27 AM,,0.45,,,,
158,01/31/19 01:09:39 AM,,0.46,,,,
159,01/31/19 01:11:52 AM,,0.47,,,,
160,01/31/19 01:14:39 AM,,0.48,,,,
161,01/31/19 01:17:38 AM,,0.49,,,,
162,01/31/19 01:22:59 AM,,0.50,,,,
163,01/31/19 01:29:25 AM,,0.51,,,,
164,01/31/19 01:31:33 AM,,0.52,,,,
165,01/31/19 01:33:36 AM,,0.53,,,,
166,01/31/19 01:36:19 AM,,0.54,,,,
167,01/31/19 01:39:25 AM,,0.55,,,,
168,01/31/19 01:42:05 AM,,0.56,,,,
169,01/31/19 01:44:24 AM,,0.57,,,,
170,01/31/19 01:48:15 AM,,0.58,,,,
171,01/31/19 01:53:27 AM,,0.59,,,,
172,01/31/19 01:56:27 AM,,0.60,,,,
173,01/31/19 01:58:30 AM,,0.61,,,,
174,01/31/19 02:00:00 AM,52.401,,,,,
175,01/31/19 02:01:55 AM,,0.62,,,,
176,01/31/19 02:03:49 AM,,0.63,,,,
177,01/31/19 02:06:12 AM,,0.64,,,,
178,01/31/19 02:08:14 AM,,0.65,,,,
179,01/31/19 02:09:57 AM,,0.66,,,,
180,01/31/19 02:11:54 AM,,0.67,,,,
181,01/31/19 02:13:42 AM,,0.68,,,,
182,01/31/19 02:15:44 AM,,0.69,,,,
183,01/31/19 02:17:19 AM,,0.70,,,,
184,01/31/19 02:19:01 AM,,0.71,,,,
185,01/31/19 02:21:21 AM,,0.72,,,,
186,01/31/19 02:26:09 AM,,0.73,,,,
187,01/31/19 02:46:11 AM,,0.74,,,,
188,01/31/19 03:00:00 AM,52.225,,,,,
189,01/31/19 03:14:46 AM,,0.75,,,,
190,01/31/19 03:22:12 AM,,0.76,,,,
191,01/31/19 03:31:16 AM,,0.77,,,,
192,01/31/19 04:00:00 AM,51.699,,,,,
193,01/31/19 04:17:54 AM,,0.78,,,,
194,01/31/19 04:23:38 AM,,0.79,,,,
195,01/31/19 04:28:26 AM,,0.80,,,,
196,01/31/19 04:36:13 AM,,0.81,,,,
197,01/31/19 05:00:00 AM,52.225,,,,,
198,01/31/19 05:02:21 AM,,0.82,,,,
199,01/31/19 06:00:00 AM,52.225,,,,,
200,01/31/19 07:00:00 AM,52.050,,,,,
201,01/31/19 08:00:00 AM,52.925,,,,,
202,01/31/19 08:40:23 AM,,0.83,,,,
203,01/31/19 09:00:00 AM,54.147,,,,,
204,01/31/19 10:00:00 AM,56.404,,,,,
205,01/31/19 11:00:00 AM,69.793,,,,,
206,01/31/19 12:00:00 PM,65.167,,,,,
207,01/31/19 01:00:00 PM,61.912,,,,,
208,01/31/19 02:00:00 PM,72.545,,,,,
209,01/31/19 03:00:00 PM,66.537,,,,,
210,01/31/19 04:00:00 PM,63.626,,,,,
211,01/31/19 05:00:00 PM,62.425,,,,,
212,01/31/19 06:00:00 PM,55.364,,,,,
213,01/31/19 07:00:00 PM,51.699,,,,,
214,01/31/19 08:00:00 PM,53.100,,,,,
215,01/31/19 09:00:00 PM,55.711,,,,,
216,01/31/19 10:00:00 PM,55.537,,,,,
217,01/31/19 11:00:00 PM,54.322,,,,,
218,02/01/19 12:00:00 AM,53.798,,,,,
219,02/01/19 01:00:00 AM,53.274,,,,,
220,02/01/19 02:00:00 AM,52.750,,,,,
221,02/01/19 03:00:00 AM,52.750,,,,,
222,02/01/19 04:00:00 AM,51.172,,,,,
223,02/01/19 05:00:00 AM,52.576,,,,,
224,02/01/19 06:00:00 AM,50.290,,,,,
225,02/01/19 07:00:00 AM,53.449,,,,,
226,02/01/19 08:00:00 AM,54.322,,,,,
227,02/01/19 09:00:00 AM,56.750,,,,,
228,02/01/19 10:00:00 AM,60.368,,,,,
229,02/01/19 11:00:00 AM,60.368,,,,,
230,02/01/19 12:00:00 PM,60.024,,,,,
231,02/01/19 01:00:00 PM,59.851,,,,,
232,02/01/19 02:00:00 PM,57.441,,,,,
233,02/01/19 03:00:00 PM,59.164,,,,,
234,02/01/19 04:00:00 PM,57.785,,,,,
235,02/01/19 04:29:21 PM,,0.84,,,,
236,02/01/19 04:43:20 PM,,0.85,,,,
237,02/01/19 04:57:12 PM,,0.86,,,,
238,02/01/19 05:00:00 PM,53.623,,,,,
239,02/01/19 05:07:22 PM,,0.87,,,,
240,02/01/19 05:17:57 PM,,0.88,,,,
241,02/01/19 05:24:29 PM,,0.89,,,,
242,02/01/19 05:31:29 PM,,0.90,,,,
243,02/01/19 05:37:06 PM,,0.91,,,,
244,02/01/19 05:42:22 PM,,0.92,,,,
245,02/01/19 05:47:52 PM,,0.93,,,,
246,02/01/19 05:54:34 PM,,0.94,,,,
247,02/01/19 06:00:00 PM,53.100,,,,,
248,02/01/19 06:04:29 PM,,0.95,,,,
249,02/01/19 06:18:15 PM,,0.96,,,,
250,02/01/19 06:23:09 PM,,0.97,,,,
251,02/01/19 06:28:09 PM,,0.98,,,,
252,02/01/19 06:29:28 PM,,0.99,,,,
253,02/01/19 06:30:21 PM,,1.00,,,,
254,02/01/19 06:31:15 PM,,1.01,,,,
255,02/01/19 06:31:45 PM,,1.02,,,,
256,02/01/19 06:32:17 PM,,1.03,,,,
257,02/01/19 06:32:52 PM,,1.04,,,,
258,02/01/19 06:33:36 PM,,1.05,,,,
259,02/01/19 06:34:46 PM,,1.06,,,,
260,02/01/19 06:38:05 PM,,1.07,,,,
261,02/01/19 06:42:15 PM,,1.08,,,,
262,02/01/19 06:46:26 PM,,1.09,,,,
263,02/01/19 06:52:59 PM,,1.10,,,,
264,02/01/19 06:59:39 PM,,1.11,,,,
265,02/01/19 07:00:00 PM,52.925,,,,,
266,02/01/19 07:16:21 PM,,1.12,,,,
267,02/01/19 07:37:41 PM,,1.13,,,,
268,02/01/19 07:53:05 PM,,1.14,,,,
269,02/01/19 07:59:36 PM,,1.15,,,,
270,02/01/19 08:00:00 PM,52.225,,,,,
271,02/01/19 08:06:52 PM,,1.16,,,,
272,02/01/19 08:11:55 PM,,1.17,,,,
273,02/01/19 08:15:09 PM,,1.18,,,,
274,02/01/19 08:17:38 PM,,1.19,,,,
275,02/01/19 08:19:45 PM,,1.20,,,,
276,02/01/19 08:21:45 PM,,1.21,,,,
277,02/01/19 08:24:06 PM,,1.22,,,,
278,02/01/19 08:26:55 PM,,1.23,,,,
279,02/01/19 08:30:13 PM,,1.24,,,,
280,02/01/19 08:34:49 PM,,1.25,,,,
281,02/01/19 08:38:16 PM,,1.26,,,,
282,02/01/19 08:41:39 PM,,1.27,,,,
283,02/01/19 08:44:52 PM,,1.28,,,,
284,02/01/19 08:49:10 PM,,1.29,,,,
285,02/01/19 08:54:35 PM,,1.30,,,,
286,02/01/19 08:59:40 PM,,1.31,,,,
287,02/01/19 09:00:00 PM,52.401,,,,,
288,02/01/19 09:08:19 PM,,1.32,,,,
289,02/01/19 09:14:04 PM,,1.33,,,,
290,02/01/19 09:18:03 PM,,1.34,,,,
291,02/01/19 09:22:23 PM,,1.35,,,,
292,02/01/19 09:26:43 PM,,1.36,,,,
293,02/01/19 09:30:17 PM,,1.37,,,,
294,02/01/19 09:33:08 PM,,1.38,,,,
295,02/01/19 09:36:30 PM,,1.39,,,,
296,02/01/19 09:41:23 PM,,1.40,,,,
297,02/01/19 09:48:39 PM,,1.41,,,,
298,02/01/19 09:52:17 PM,,1.42,,,,
299,02/01/19 09:54:48 PM,,1.43,,,,
300,02/01/19 09:58:51 PM,,1.44,,,,
301,02/01/19 10:00:00 PM,52.576,,,,,
302,02/01/19 10:02:31 PM,,1.45,,,,
303,02/01/19 10:06:00 PM,,1.46,,,,
304,02/01/19 10:13:42 PM,,1.47,,,,
305,02/01/19 10:25:48 PM,,1.48,,,,
306,02/01/19 10:29:20 PM,,1.49,,,,
307,02/01/19 10:31:39 PM,,1.50,,,,
308,02/01/19 10:33:53 PM,,1.51,,,,
309,02/01/19 10:35:12 PM,,1.52,,,,
310,02/01/19 10:36:33 PM,,1.53,,,,
311,02/01/19 10:38:36 PM,,1.54,,,,
312,02/01/19 10:39:54 PM,,1.55,,,,
313,02/01/19 10:40:56 PM,,1.56,,,,
314,02/01/19 10:42:41 PM,,1.57,,,,
315,02/01/19 10:45:01 PM,,1.58,,,,
316,02/01/19 10:47:21 PM,,1.59,,,,
317,02/01/19 10:49:50 PM,,1.60,,,,
318,02/01/19 10:51:46 PM,,1.61,,,,
319,02/01/19 10:54:39 PM,,1.62,,,,
320,02/01/19 10:57:02 PM,,1.63,,,,
321,02/01/19 11:00:00 PM,52.050,,,,,
322,02/01/19 11:02:15 PM,,1.64,,,,
323,02/01/19 11:07:04 PM,,1.65,,,,
324,02/01/19 11:34:20 PM,,1.66,,,,
325,02/02/19 12:00:00 AM,52.225,,,,,
326,02/02/19 12:10:37 AM,,1.67,,,,
327,02/02/19 12:12:28 AM,,1.68,,,,
328,02/02/19 12:14:43 AM,,1.69,,,,
329,02/02/19 12:20:03 AM,,1.70,,,,
330,02/02/19 12:31:00 AM,,1.71,,,,
331,02/02/19 12:36:56 AM,,1.72,,,,
332,02/02/19 12:38:05 AM,,1.73,,,,
333,02/02/19 12:39:50 AM,,1.74,,,,
334,02/02/19 12:50:22 AM,,1.75,,,,
335,02/02/19 01:00:00 AM,52.401,,,,,
336,02/02/19 01:01:00 AM,,1.76,,,,
337,02/02/19 01:02:58 AM,,1.77,,,,
338,02/02/19 01:06:17 AM,,1.78,,,,
339,02/02/19 01:18:30 AM,,1.79,,,,
340,02/02/19 01:20:04 AM,,1.80,,,,
341,02/02/19 01:21:53 AM,,1.81,,,,
342,02/02/19 01:23:41 AM,,1.82,,,,
343,02/02/19 01:25:38 AM,,1.83,,,,
344,02/02/19 01:30:15 AM,,1.84,,,,
345,02/02/19 01:44:52 AM,,1.85,,,,
346,02/02/19 02:00:00 AM,52.925,,,,,
347,02/02/19 02:52:08 AM,,1.86,,,,
348,02/02/19 03:00:00 AM,53.798,,,,,
349,02/02/19 03:18:50 AM,,1.87,,,,
350,02/02/19 03:28:07 AM,,1.88,,,,
351,02/02/19 03:28:32 AM,,1.89,,,,
352,02/02/19 03:28:59 AM,,1.90,,,,
353,02/02/19 03:29:43 AM,,1.91,,,,
354,02/02/19 03:30:24 AM,,1.92,,,,
355,02/02/19 03:31:15 AM,,1.93,,,,
356,02/02/19 03:32:18 AM,,1.94,,,,
357,02/02/19 03:33:08 AM,,1.95,,,,
358,02/02/19 03:34:11 AM,,1.96,,,,
359,02/02/19 03:34:50 AM,,1.97,,,,
360,02/02/19 03:35:37 AM,,1.98,,,,
361,02/02/19 03:36:35 AM,,1.99,,,,
362,02/02/19 03:37:38 AM,,2.00,,,,
363,02/02/19 03:38:24 AM,,2.01,,,,
364,02/02/19 03:38:43 AM,,2.02,,,,
365,02/02/19 03:39:04 AM,,2.03,,,,
366,02/02/19 03:39:38 AM,,2.04,,,,
367,02/02/19 03:40:01 AM,,2.05,,,,
368,02/02/19 03:40:23 AM,,2.06,,,,
369,02/02/19 03:41:22 AM,,2.07,,,,
370,02/02/19 03:42:28 AM,,2.08,,,,
371,02/02/19 03:43:30 AM,,2.09,,,,
372,02/02/19 03:44:53 AM,,2.10,,,,
373,02/02/19 03:47:06 AM,,2.11,,,,
374,02/02/19 03:48:24 AM,,2.12,,,,
375,02/02/19 03:49:00 AM,,2.13,,,,
376,02/02/19 03:49:51 AM,,2.14,,,,
377,02/02/19 03:51:16 AM,,2.15,,,,
378,02/02/19 03:52:14 AM,,2.16,,,,
379,02/02/19 03:53:08 AM,,2.17,,,,
380,02/02/19 03:55:01 AM,,2.18,,,,
381,02/02/19 03:56:39 AM,,2.19,,,,
382,02/02/19 03:58:16 AM,,2.20,,,,
383,02/02/19 04:00:00 AM,51.523,,,,,
384,02/02/19 04:01:25 AM,,2.21,,,,
385,02/02/19 04:10:02 AM,,2.22,,,,
386,02/02/19 04:16:26 AM,,2.23,,,,
387,02/02/19 04:20:52 AM,,2.24,,,,
388,02/02/19 04:25:37 AM,,2.25,,,,
389,02/02/19 04:29:19 AM,,2.26,,,,
390,02/02/19 04:33:23 AM,,2.27,,,,
391,02/02/19 04:38:28 AM,,2.28,,,,
392,02/02/19 04:44:05 AM,,2.29,,,,
393,02/02/19 04:50:02 AM,,2.30,,,,
394,02/02/19 04:55:27 AM,,2.31,,,,
395,02/02/19 04:59:36 AM,,2.32,,,,
396,02/02/19 05:00:00 AM,51.874,,,,,
397,02/02/19 05:04:04 AM,,2.33,,,,
398,02/02/19 05:07:52 AM,,2.34,,,,
399,02/02/19 05:10:24 AM,,2.35,,,,
400,02/02/19 05:12:16 AM,,2.36,,,,
401,02/02/19 05:13:38 AM,,2.37,,,,
402,02/02/19 05:21:06 AM,,2.38,,,,
403,02/02/19 05:53:26 AM,,2.39,,,,
404,02/02/19 06:00:00 AM,52.050,,,,,
405,02/02/19 07:00:00 AM,53.100,,,,,
406,02/02/19 08:00:00 AM,52.750,,,,,
407,02/02/19 09:00:00 AM,54.495,,,,,
408,02/02/19 10:00:00 AM,61.054,,,,,
409,02/02/19 11:00:00 AM,64.652,,,,,
410,02/02/19 12:00:00 PM,62.598,,,,,
411,02/02/19 01:00:00 PM,66.708,,,,,
412,02/02/19 02:00:00 PM,61.741,,,,,
413,02/02/19 03:00:00 PM,60.024,,,,,
414,02/02/19 03:35:12 PM,,2.40,,,,
415,02/02/19 03:35:59 PM,,,Logged,,,
416,02/02/19 03:36:00 PM,,,,Logged,,
417,02/02/19 03:36:01 PM,,,Logged,,,
418,02/02/19 03:36:02 PM,,2.40,,,Logged,Logged
