"Plot Title: Landing Rain Gage"
"#","Date Time, GMT-07:00","Batt, V (LGR S/N: 9668993, SEN S/N: 9668993)","Event, units (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
99,05/22/10 01:39:06 PM,3.01,,,,
100,05/22/10 02:39:06 PM,3.03,,,,
101,05/22/10 03:39:06 PM,3.03,,,,
102,05/22/10 04:39:06 PM,3.01,,,,
103,05/22/10 05:39:06 PM,3.03,,,,
104,05/22/10 06:39:06 PM,3.01,,,,
105,05/22/10 07:39:06 PM,3.01,,,,
106,05/22/10 08:39:06 PM,3.03,,,,
107,05/22/10 09:39:06 PM,3.01,,,,
108,05/22/10 10:39:06 PM,3.03,,,,
109,05/22/10 11:39:06 PM,3.03,,,,
110,05/23/10 12:39:06 AM,3.01,,,,
111,05/23/10 01:39:06 AM,3.01,,,,
112,05/23/10 02:39:06 AM,3.01,,,,
113,05/23/10 03:39:06 AM,3.01,,,,
114,05/23/10 04:39:06 AM,3.01,,,,
115,05/23/10 05:39:06 AM,3.01,,,,
116,05/23/10 06:39:06 AM,3.01,,,,
117,05/23/10 07:39:06 AM,3.01,,,,
118,05/23/10 08:39:06 AM,3.01,,,,
119,05/23/10 09:39:06 AM,3.01,,,,
120,05/23/10 10:39:06 AM,3.01,,,,
121,05/23/10 11:39:06 AM,3.01,,,,
122,05/23/10 12:39:06 PM,3.01,,,,
123,05/23/10 01:39:06 PM,3.01,,,,
124,05/23/10 02:39:06 PM,3.01,,,,
125,05/23/10 03:39:06 PM,3.01,,,,
126,05/23/10 04:39:06 PM,3.01,,,,
127,05/23/10 05:39:06 PM,3.01,,,,
128,05/23/10 06:39:06 PM,3.03,,,,
129,05/23/10 07:39:06 PM,3.01,,,,
130,05/23/10 08:39:06 PM,3.03,,,,
131,05/23/10 09:39:06 PM,3.03,,,,
132,05/23/10 10:39:06 PM,3.03,,,,
133,05/23/10 11:39:06 PM,3.03,,,,
134,05/24/10 12:39:06 AM,3.03,,,,
135,05/24/10 01:39:06 AM,3.03,,,,
136,05/24/10 02:39:06 AM,3.03,,,,
137,05/24/10 03:39:06 AM,3.03,,,,
138,05/24/10 04:39:06 AM,3.03,,,,
139,05/24/10 05:39:06 AM,3.03,,,,
140,05/24/10 06:39:06 AM,3.03,,,,
141,05/24/10 07:39:06 AM,3.01,,,,
142,05/24/10 08:39:06 AM,3.01,,,,
143,05/24/10 09:39:06 AM,3.01,,,,
144,05/24/10 10:39:06 AM,3.01,,,,
145,05/24/10 11:39:06 AM,3.01,,,,
146,05/24/10 12:39:06 PM,3.01,,,,
147,05/24/10 01:39:06 PM,3.01,,,,
148,05/24/10 02:39:06 PM,3.01,,,,
149,05/24/10 03:39:06 PM,3.01,,,,
150,05/24/10 04:39:06 PM,3.01,,,,
151,05/24/10 05:39:06 PM,3.01,,,,
152,05/24/10 06:39:06 PM,3.03,,,,
153,05/24/10 07:39:06 PM,3.01,,,,
154,05/24/10 08:39:06 PM,3.01,,,,
155,05/24/10 09:39:06 PM,3.01,,,,
156,05/24/10 10:39:06 PM,3.03,,,,
157,05/24/10 11:39:06 PM,3.03,,,,
158,05/25/10 12:39:06 AM,3.03,,,,
159,05/25/10 01:39:06 AM,3.03,,,,
160,05/25/10 02:39:06 AM,3.01,,,,
161,05/25/10 03:39:06 AM,3.01,,,,
162,05/25/10 04:39:06 AM,3.01,,,,
163,05/25/10 05:39:06 AM,3.01,,,,
164,05/25/10 05:47:53 AM,,0.01,,,
165,05/25/10 06:39:06 AM,3.01,,,,
166,05/25/10 07:39:06 AM,3.01,,,,
167,05/25/10 08:39:06 AM,3.01,,,,
168,05/25/10 09:21:58 AM,,0.02,,,
169,05/25/10 09:39:06 AM,3.01,,,,
170,05/25/10 09:47:45 AM,,0.03,,,
171,05/25/10 10:18:48 AM,,0.04,,,
172,05/25/10 10:39:06 AM,3.01,,,,
173,05/25/10 11:39:06 AM,3.01,,,,
174,05/25/10 12:16:10 PM,,0.05,,,
175,05/25/10 12:26:19 PM,,0.06,,,
176,05/25/10 12:32:56 PM,,0.07,,,
177,05/25/10 12:39:06 PM,3.01,,,,
178,05/25/10 12:39:23 PM,,0.08,,,
179,05/25/10 12:46:44 PM,,0.09,,,
180,05/25/10 12:51:08 PM,,0.10,,,
181,05/25/10 12:55:17 PM,,0.11,,,
182,05/25/10 12:59:53 PM,,0.12,,,
183,05/25/10 01:03:53 PM,,0.13,,,
184,05/25/10 01:07:21 PM,,0.14,,,
185,05/25/10 01:11:39 PM,,0.15,,,
186,05/25/10 01:15:30 PM,,0.16,,,
187,05/25/10 01:19:55 PM,,0.17,,,
188,05/25/10 01:23:07 PM,,0.18,,,
189,05/25/10 01:23:08 PM,,0.19,,,
190,05/25/10 01:27:18 PM,,0.20,,,
191,05/25/10 01:32:35 PM,,0.21,,,
192,05/25/10 01:39:06 PM,3.01,,,,
193,05/25/10 01:39:55 PM,,0.22,,,
194,05/25/10 01:47:00 PM,,0.23,,,
195,05/25/10 01:51:46 PM,,0.24,,,
196,05/25/10 01:51:47 PM,,0.25,,,
197,05/25/10 02:01:00 PM,,0.26,,,
198,05/25/10 02:07:12 PM,,0.27,,,
199,05/25/10 02:11:01 PM,,0.28,,,
200,05/25/10 02:15:01 PM,,0.29,,,
201,05/25/10 02:19:09 PM,,0.30,,,
202,05/25/10 02:25:15 PM,,0.31,,,
203,05/25/10 02:35:17 PM,,0.32,,,
204,05/25/10 02:39:06 PM,3.01,,,,
205,05/25/10 02:42:29 PM,,0.33,,,
206,05/25/10 02:48:18 PM,,0.34,,,
207,05/25/10 02:57:10 PM,,0.35,,,
208,05/25/10 03:02:25 PM,,0.36,,,
209,05/25/10 03:07:29 PM,,0.37,,,
210,05/25/10 03:11:38 PM,,0.38,,,
211,05/25/10 03:16:45 PM,,0.39,,,
212,05/25/10 03:21:28 PM,,0.40,,,
213,05/25/10 03:21:29 PM,,0.41,,,
214,05/25/10 03:26:06 PM,,0.42,,,
215,05/25/10 03:30:23 PM,,0.43,,,
216,05/25/10 03:35:57 PM,,0.44,,,
217,05/25/10 03:39:06 PM,3.01,,,,
218,05/25/10 03:40:56 PM,,0.45,,,
219,05/25/10 03:40:57 PM,,0.46,,,
220,05/25/10 03:48:03 PM,,0.47,,,
221,05/25/10 03:54:50 PM,,0.48,,,
222,05/25/10 04:01:53 PM,,0.49,,,
223,05/25/10 04:11:40 PM,,0.50,,,
224,05/25/10 04:39:03 PM,,0.51,,,
225,05/25/10 04:39:06 PM,3.01,,,,
226,05/25/10 04:43:37 PM,,0.52,,,
227,05/25/10 04:46:34 PM,,0.53,,,
228,05/25/10 04:49:03 PM,,0.54,,,
229,05/25/10 04:52:10 PM,,0.55,,,
230,05/25/10 04:55:08 PM,,0.56,,,
231,05/25/10 04:58:48 PM,,0.57,,,
232,05/25/10 05:02:04 PM,,0.58,,,
233,05/25/10 05:02:05 PM,,0.59,,,
234,05/25/10 05:05:16 PM,,0.60,,,
235,05/25/10 05:08:50 PM,,0.61,,,
236,05/25/10 05:16:08 PM,,0.62,,,
237,05/25/10 05:20:46 PM,,0.63,,,
238,05/25/10 05:27:25 PM,,0.64,,,
239,05/25/10 05:36:26 PM,,0.65,,,
240,05/25/10 05:39:06 PM,3.01,,,,
241,05/25/10 05:45:45 PM,,0.66,,,
242,05/25/10 05:50:20 PM,,0.67,,,
243,05/25/10 05:56:06 PM,,0.68,,,
244,05/25/10 06:01:34 PM,,0.69,,,
245,05/25/10 06:08:46 PM,,0.70,,,
246,05/25/10 06:13:26 PM,,0.71,,,
247,05/25/10 06:18:57 PM,,0.72,,,
248,05/25/10 06:22:26 PM,,0.73,,,
249,05/25/10 06:26:17 PM,,0.74,,,
250,05/25/10 06:26:18 PM,,0.75,,,
251,05/25/10 06:31:42 PM,,0.76,,,
252,05/25/10 06:35:52 PM,,0.77,,,
253,05/25/10 06:37:20 PM,,0.78,,,
254,05/25/10 06:39:06 PM,3.01,,,,
255,05/25/10 06:39:15 PM,,0.79,,,
256,05/25/10 06:39:16 PM,,0.80,,,
257,05/25/10 06:44:53 PM,,0.81,,,
258,05/25/10 06:55:21 PM,,0.82,,,
259,05/25/10 07:39:06 PM,3.01,,,,
260,05/25/10 07:44:35 PM,,0.83,,,
261,05/25/10 07:53:26 PM,,0.84,,,
262,05/25/10 07:53:27 PM,,0.85,,,
263,05/25/10 07:57:42 PM,,0.86,,,
264,05/25/10 08:16:44 PM,,0.87,,,
265,05/25/10 08:28:11 PM,,0.88,,,
266,05/25/10 08:39:06 PM,3.01,,,,
267,05/25/10 08:41:17 PM,,0.89,,,
268,05/25/10 08:41:18 PM,,0.90,,,
269,05/25/10 08:45:12 PM,,0.91,,,
270,05/25/10 08:50:37 PM,,0.92,,,
271,05/25/10 08:50:38 PM,,0.93,,,
272,05/25/10 08:58:11 PM,,0.94,,,
273,05/25/10 09:34:54 PM,,0.95,,,
274,05/25/10 09:39:06 PM,3.01,,,,
275,05/25/10 09:43:07 PM,,0.96,,,
276,05/25/10 10:14:09 PM,,0.97,,,
277,05/25/10 10:23:04 PM,,0.98,,,
278,05/25/10 10:35:29 PM,,0.99,,,
279,05/25/10 10:39:06 PM,3.01,,,,
280,05/25/10 10:40:07 PM,,1.00,,,
281,05/25/10 10:40:08 PM,,1.01,,,
282,05/25/10 10:41:41 PM,,1.02,,,
283,05/25/10 10:41:42 PM,,1.03,,,
284,05/25/10 10:43:57 PM,,1.04,,,
285,05/25/10 10:47:26 PM,,1.05,,,
286,05/25/10 10:50:38 PM,,1.06,,,
287,05/25/10 10:55:05 PM,,1.07,,,
288,05/25/10 11:00:10 PM,,1.08,,,
289,05/25/10 11:02:24 PM,,1.09,,,
290,05/25/10 11:05:30 PM,,1.10,,,
291,05/25/10 11:13:21 PM,,1.11,,,
292,05/25/10 11:24:13 PM,,1.12,,,
293,05/25/10 11:39:06 PM,3.01,,,,
294,05/26/10 12:39:06 AM,3.01,,,,
295,05/26/10 01:39:06 AM,3.01,,,,
296,05/26/10 02:39:06 AM,3.01,,,,
297,05/26/10 03:39:06 AM,3.01,,,,
298,05/26/10 04:39:06 AM,3.01,,,,
299,05/26/10 05:39:06 AM,3.01,,,,
300,05/26/10 06:39:06 AM,3.01,,,,
301,05/26/10 07:39:06 AM,3.01,,,,
302,05/26/10 08:39:06 AM,3.01,,,,
303,05/26/10 09:39:06 AM,3.01,,,,
304,05/26/10 10:39:06 AM,3.01,,,,
305,05/26/10 11:06:59 AM,,,Logged,,
306,05/26/10 11:07:04 AM,,1.12,,Logged,Logged
