"Plot Title: UQC"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10592076, SEN S/N: 10592076)","Event, inches (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Attached (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Detached (LGR S/N: 10592076, SEN S/N: 10592076)","Host Connected (LGR S/N: 10592076, SEN S/N: 10592076)","Stopped (LGR S/N: 10592076, SEN S/N: 10592076)","End Of File (LGR S/N: 10592076, SEN S/N: 10592076)"
129,04/21/19 07:00:00 PM,60.368,,,,,,
130,04/21/19 08:00:00 PM,52.401,,,,,,
131,04/21/19 09:00:00 PM,49.228,,,,,,
132,04/21/19 10:00:00 PM,46.728,,,,,,
133,04/21/19 11:00:00 PM,46.008,,,,,,
134,04/22/19 12:00:00 AM,44.922,,,,,,
135,04/22/19 01:00:00 AM,44.379,,,,,,
136,04/22/19 02:00:00 AM,44.742,,,,,,
137,04/22/19 03:00:00 AM,44.195,,,,,,
138,04/22/19 04:00:00 AM,44.013,,,,,,
139,04/22/19 05:00:00 AM,44.195,,,,,,
140,04/22/19 06:00:00 AM,43.831,,,,,,
141,04/22/19 07:00:00 AM,44.379,,,,,,
142,04/22/19 08:00:00 AM,53.623,,,,,,
143,04/22/19 09:00:00 AM,61.054,,,,,,
144,04/22/19 10:00:00 AM,64.139,,,,,,
145,04/22/19 11:00:00 AM,66.366,,,,,,
146,04/22/19 12:00:00 PM,68.248,,,,,,
147,04/22/19 01:00:00 PM,70.651,,,,,,
148,04/22/19 02:00:00 PM,74.964,,,,,,
149,04/22/19 03:00:00 PM,82.508,,,,,,
150,04/22/19 04:00:00 PM,84.654,,,,,,
151,04/22/19 05:00:00 PM,82.330,,,,,,
152,04/22/19 06:00:00 PM,77.400,,,,,,
153,04/22/19 07:00:00 PM,73.580,,,,,,
154,04/22/19 08:00:00 PM,59.337,,,,,,
155,04/22/19 09:00:00 PM,55.711,,,,,,
156,04/22/19 10:00:00 PM,54.147,,,,,,
157,04/22/19 11:00:00 PM,50.995,,,,,,
158,04/23/19 12:00:00 AM,50.466,,,,,,
159,04/23/19 01:00:00 AM,49.404,,,,,,
160,04/23/19 02:00:00 AM,50.995,,,,,,
161,04/23/19 03:00:00 AM,57.268,,,,,,
162,04/23/19 04:00:00 AM,53.449,,,,,,
163,04/23/19 05:00:00 AM,53.798,,,,,,
164,04/23/19 06:00:00 AM,55.364,,,,,,
165,04/23/19 07:00:00 AM,54.669,,,,,,
166,04/23/19 08:00:00 AM,65.509,,,,,,
167,04/23/19 09:00:00 AM,78.274,,,,,,
168,04/23/19 10:00:00 AM,83.221,,,,,,
169,04/23/19 11:00:00 AM,78.274,,,,,,
170,04/23/19 12:00:00 PM,78.624,,,,,,
171,04/23/19 01:00:00 PM,77.574,,,,,,
172,04/23/19 02:00:00 PM,78.098,,,,,,
173,04/23/19 03:00:00 PM,80.559,,,,,,
174,04/23/19 04:00:00 PM,83.043,,,,,,
175,04/23/19 05:00:00 PM,84.295,,,,,,
176,04/23/19 06:00:00 PM,85.194,,,,,,
177,04/23/19 07:00:00 PM,82.152,,,,,,
178,04/23/19 08:00:00 PM,72.891,,,,,,
179,04/23/19 09:00:00 PM,66.879,,,,,,
180,04/23/19 10:00:00 PM,64.310,,,,,,
181,04/23/19 11:00:00 PM,60.368,,,,,,
182,04/24/19 12:00:00 AM,61.054,,,,,,
183,04/24/19 01:00:00 AM,57.785,,,,,,
184,04/24/19 02:00:00 AM,56.230,,,,,,
185,04/24/19 03:00:00 AM,56.230,,,,,,
186,04/24/19 04:00:00 AM,58.820,,,,,,
187,04/24/19 05:00:00 AM,58.476,,,,,,
188,04/24/19 06:00:00 AM,57.441,,,,,,
189,04/24/19 07:00:00 AM,57.441,,,,,,
190,04/24/19 08:00:00 AM,67.050,,,,,,
191,04/24/19 09:00:00 AM,74.964,,,,,,
192,04/24/19 10:00:00 AM,74.791,,,,,,
193,04/24/19 10:41:27 AM,,,Logged,,,,
194,04/24/19 10:41:38 AM,,,,Logged,,,
195,04/24/19 10:41:39 AM,,,Logged,,,,
196,04/24/19 10:41:42 AM,,,,,Logged,,
197,04/24/19 10:42:17 AM,,,,Logged,,,
198,04/24/19 10:42:18 AM,,,Logged,,,,
199,04/24/19 10:42:28 AM,,,,,Logged,,
200,04/24/19 10:42:43 AM,,0.00,,,,Logged,Logged
