"Plot Title: RLSM"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309218, SEN S/N: 20309218)","Event, units (LGR S/N: 20309218, SEN S/N: 20309218)","Coupler Attached (LGR S/N: 20309218, SEN S/N: 20309218)","Coupler Detached (LGR S/N: 20309218, SEN S/N: 20309218)","Host Connected (LGR S/N: 20309218, SEN S/N: 20309218)","End Of File (LGR S/N: 20309218, SEN S/N: 20309218)"
53,09/27/19 04:45:00 AM,58.647,,,,,
54,09/27/19 05:00:00 AM,58.647,,,,,
55,09/27/19 05:15:00 AM,58.647,,,,,
56,09/27/19 05:30:00 AM,58.647,,,,,
57,09/27/19 05:45:00 AM,58.476,,,,,
58,09/27/19 06:00:00 AM,58.476,,,,,
59,09/27/19 06:15:00 AM,58.476,,,,,
60,09/27/19 06:30:00 AM,58.476,,,,,
61,09/27/19 06:45:00 AM,58.476,,,,,
62,09/27/19 07:00:00 AM,58.476,,,,,
63,09/27/19 07:15:00 AM,58.476,,,,,
64,09/27/19 07:30:00 AM,58.647,,,,,
65,09/27/19 07:45:00 AM,58.820,,,,,
66,09/27/19 08:00:00 AM,58.993,,,,,
67,09/27/19 08:15:00 AM,59.164,,,,,
68,09/27/19 08:30:00 AM,59.337,,,,,
69,09/27/19 08:45:00 AM,59.680,,,,,
70,09/27/19 09:00:00 AM,60.195,,,,,
71,09/27/19 09:15:00 AM,60.539,,,,,
72,09/27/19 09:30:00 AM,61.054,,,,,
73,09/27/19 09:45:00 AM,61.398,,,,,
74,09/27/19 10:00:00 AM,62.083,,,,,
75,09/27/19 10:15:00 AM,62.769,,,,,
76,09/27/19 10:30:00 AM,63.797,,,,,
77,09/27/19 10:45:00 AM,64.652,,,,,
78,09/27/19 11:00:00 AM,67.221,,,,,
79,09/27/19 11:15:00 AM,68.934,,,,,
80,09/27/19 11:30:00 AM,68.248,,,,,
81,09/27/19 11:45:00 AM,67.221,,,,,
82,09/27/19 12:00:00 PM,66.022,,,,,
83,09/27/19 12:15:00 PM,66.193,,,,,
84,09/27/19 12:30:00 PM,66.366,,,,,
85,09/27/19 12:45:00 PM,66.537,,,,,
86,09/27/19 01:00:00 PM,66.879,,,,,
87,09/27/19 01:15:00 PM,67.050,,,,,
88,09/27/19 01:30:00 PM,67.050,,,,,
89,09/27/19 01:45:00 PM,69.449,,,,,
90,09/27/19 02:00:00 PM,69.622,,,,,
91,09/27/19 02:15:00 PM,70.137,,,,,
92,09/27/19 02:30:00 PM,70.308,,,,,
93,09/27/19 02:45:00 PM,70.480,,,,,
94,09/27/19 03:00:00 PM,71.168,,,,,
95,09/27/19 03:15:00 PM,70.824,,,,,
96,09/27/19 03:30:00 PM,71.512,,,,,
97,09/27/19 03:45:00 PM,71.512,,,,,
98,09/27/19 04:00:00 PM,71.168,,,,,
99,09/27/19 04:15:00 PM,70.824,,,,,
100,09/27/19 04:30:00 PM,69.622,,,,,
101,09/27/19 04:45:00 PM,66.879,,,,,
102,09/27/19 05:00:00 PM,64.139,,,,,
103,09/27/19 05:15:00 PM,62.940,,,,,
104,09/27/19 05:30:00 PM,61.912,,,,,
105,09/27/19 05:45:00 PM,60.712,,,,,
106,09/27/19 06:00:00 PM,59.337,,,,,
107,09/27/19 06:15:00 PM,58.476,,,,,
108,09/27/19 06:30:00 PM,57.614,,,,,
109,09/27/19 06:45:00 PM,56.923,,,,,
110,09/27/19 07:00:00 PM,56.577,,,,,
111,09/27/19 07:15:00 PM,56.230,,,,,
112,09/27/19 07:30:00 PM,56.230,,,,,
113,09/27/19 07:45:00 PM,55.884,,,,,
114,09/27/19 08:00:00 PM,55.364,,,,,
115,09/27/19 08:15:00 PM,54.669,,,,,
116,09/27/19 08:30:00 PM,53.798,,,,,
117,09/27/19 08:45:00 PM,52.401,,,,,
118,09/27/19 09:00:00 PM,51.346,,,,,
119,09/27/19 09:15:00 PM,50.290,,,,,
120,09/27/19 09:30:00 PM,49.228,,,,,
121,09/27/19 09:45:00 PM,49.050,,,,,
122,09/27/19 10:00:00 PM,50.113,,,,,
123,09/27/19 10:15:00 PM,50.995,,,,,
124,09/27/19 10:30:00 PM,51.523,,,,,
125,09/27/19 10:45:00 PM,51.874,,,,,
126,09/27/19 11:00:00 PM,52.050,,,,,
127,09/27/19 11:15:00 PM,52.225,,,,,
128,09/27/19 11:30:00 PM,52.401,,,,,
129,09/27/19 11:45:00 PM,52.401,,,,,
130,09/27/19 11:51:29 PM,,0.01,,,,
131,09/28/19 12:00:00 AM,52.401,,,,,
132,09/28/19 12:15:00 AM,52.576,,,,,
133,09/28/19 12:30:00 AM,52.576,,,,,
134,09/28/19 12:45:00 AM,52.576,,,,,
135,09/28/19 01:00:00 AM,52.401,,,,,
136,09/28/19 01:15:00 AM,52.225,,,,,
137,09/28/19 01:30:00 AM,52.225,,,,,
138,09/28/19 01:45:00 AM,52.050,,,,,
139,09/28/19 02:00:00 AM,51.874,,,,,
140,09/28/19 02:15:00 AM,51.699,,,,,
141,09/28/19 02:30:00 AM,50.995,,,,,
142,09/28/19 02:45:00 AM,49.582,,,,,
143,09/28/19 03:00:00 AM,48.517,,,,,
144,09/28/19 03:15:00 AM,48.339,,,,,
145,09/28/19 03:30:00 AM,48.160,,,,,
146,09/28/19 03:45:00 AM,47.624,,,,,
147,09/28/19 04:00:00 AM,47.088,,,,,
148,09/28/19 04:15:00 AM,46.908,,,,,
149,09/28/19 04:30:00 AM,46.728,,,,,
150,09/28/19 04:45:00 AM,46.548,,,,,
151,09/28/19 05:00:00 AM,46.369,,,,,
152,09/28/19 05:15:00 AM,46.188,,,,,
153,09/28/19 05:30:00 AM,45.648,,,,,
154,09/28/19 05:45:00 AM,45.648,,,,,
155,09/28/19 06:00:00 AM,45.828,,,,,
156,09/28/19 06:15:00 AM,45.648,,,,,
157,09/28/19 06:30:00 AM,46.008,,,,,
158,09/28/19 06:45:00 AM,46.188,,,,,
159,09/28/19 07:00:00 AM,46.369,,,,,
160,09/28/19 07:15:00 AM,46.728,,,,,
161,09/28/19 07:30:00 AM,47.446,,,,,
162,09/28/19 07:45:00 AM,48.160,,,,,
163,09/28/19 08:00:00 AM,49.582,,,,,
164,09/28/19 08:15:00 AM,50.995,,,,,
165,09/28/19 08:30:00 AM,52.401,,,,,
166,09/28/19 08:45:00 AM,53.623,,,,,
167,09/28/19 09:00:00 AM,55.364,,,,,
168,09/28/19 09:15:00 AM,57.268,,,,,
169,09/28/19 09:30:00 AM,59.508,,,,,
170,09/28/19 09:45:00 AM,61.398,,,,,
171,09/28/19 10:00:00 AM,63.968,,,,,
172,09/28/19 10:15:00 AM,67.050,,,,,
173,09/28/19 10:30:00 AM,69.964,,,,,
174,09/28/19 10:45:00 AM,72.372,,,,,
175,09/28/19 11:00:00 AM,73.580,,,,,
176,09/28/19 11:15:00 AM,76.703,,,,,
177,09/28/19 11:30:00 AM,78.975,,,,,
178,09/28/19 11:45:00 AM,81.797,,,,,
179,09/28/19 12:00:00 PM,83.043,,,,,
180,09/28/19 12:15:00 PM,85.554,,,,,
181,09/28/19 12:30:00 PM,86.641,,,,,
182,09/28/19 12:45:00 PM,87.186,,,,,
183,09/28/19 01:00:00 PM,87.368,,,,,
184,09/28/19 01:15:00 PM,87.186,,,,,
185,09/28/19 01:30:00 PM,85.554,,,,,
186,09/28/19 01:45:00 PM,84.474,,,,,
187,09/28/19 02:00:00 PM,84.115,,,,,
188,09/28/19 02:15:00 PM,83.043,,,,,
189,09/28/19 02:30:00 PM,81.442,,,,,
190,09/28/19 02:45:00 PM,79.502,,,,,
191,09/28/19 03:00:00 PM,77.400,,,,,
192,09/28/19 03:15:00 PM,75.312,,,,,
193,09/28/19 03:30:00 PM,73.234,,,,,
194,09/28/19 03:45:00 PM,71.339,,,,,
195,09/28/19 04:00:00 PM,69.622,,,,,
196,09/28/19 04:15:00 PM,67.050,,,,,
197,09/28/19 04:30:00 PM,64.481,,,,,
198,09/28/19 04:45:00 PM,61.912,,,,,
199,09/28/19 05:00:00 PM,60.024,,,,,
200,09/28/19 05:15:00 PM,58.647,,,,,
201,09/28/19 05:30:00 PM,57.614,,,,,
202,09/28/19 05:45:00 PM,56.230,,,,,
203,09/28/19 06:00:00 PM,55.017,,,,,
204,09/28/19 06:15:00 PM,54.147,,,,,
205,09/28/19 06:30:00 PM,53.100,,,,,
206,09/28/19 06:45:00 PM,52.050,,,,,
207,09/28/19 07:00:00 PM,51.346,,,,,
208,09/28/19 07:15:00 PM,50.466,,,,,
209,09/28/19 07:30:00 PM,49.937,,,,,
210,09/28/19 07:45:00 PM,49.759,,,,,
211,09/28/19 08:00:00 PM,49.582,,,,,
212,09/28/19 08:15:00 PM,49.582,,,,,
213,09/28/19 08:30:00 PM,49.582,,,,,
214,09/28/19 08:45:00 PM,49.582,,,,,
215,09/28/19 09:00:00 PM,49.404,,,,,
216,09/28/19 09:15:00 PM,49.228,,,,,
217,09/28/19 09:30:00 PM,48.871,,,,,
218,09/28/19 09:45:00 PM,48.517,,,,,
219,09/28/19 10:00:00 PM,47.982,,,,,
220,09/28/19 10:15:00 PM,47.802,,,,,
221,09/28/19 10:30:00 PM,47.446,,,,,
222,09/28/19 10:45:00 PM,47.088,,,,,
223,09/28/19 11:00:00 PM,46.728,,,,,
224,09/28/19 11:15:00 PM,46.548,,,,,
225,09/28/19 11:30:00 PM,46.369,,,,,
226,09/28/19 11:45:00 PM,46.188,,,,,
227,09/29/19 12:00:00 AM,45.648,,,,,
228,09/29/19 12:15:00 AM,44.922,,,,,
229,09/29/19 12:30:00 AM,45.104,,,,,
230,09/29/19 12:45:00 AM,44.922,,,,,
231,09/29/19 01:00:00 AM,44.379,,,,,
232,09/29/19 01:15:00 AM,43.831,,,,,
233,09/29/19 01:30:00 AM,43.466,,,,,
234,09/29/19 01:45:00 AM,43.099,,,,,
235,09/29/19 02:00:00 AM,42.915,,,,,
236,09/29/19 02:15:00 AM,42.732,,,,,
237,09/29/19 02:30:00 AM,42.732,,,,,
238,09/29/19 02:45:00 AM,42.732,,,,,
239,09/29/19 03:00:00 AM,42.915,,,,,
240,09/29/19 03:15:00 AM,42.732,,,,,
241,09/29/19 03:30:00 AM,42.732,,,,,
242,09/29/19 03:45:00 AM,42.732,,,,,
243,09/29/19 04:00:00 AM,42.915,,,,,
244,09/29/19 04:15:00 AM,43.099,,,,,
245,09/29/19 04:30:00 AM,43.282,,,,,
246,09/29/19 04:45:00 AM,43.282,,,,,
247,09/29/19 05:00:00 AM,43.466,,,,,
248,09/29/19 05:15:00 AM,43.648,,,,,
249,09/29/19 05:30:00 AM,43.648,,,,,
250,09/29/19 05:45:00 AM,43.466,,,,,
251,09/29/19 06:00:00 AM,43.099,,,,,
252,09/29/19 06:15:00 AM,42.732,,,,,
253,09/29/19 06:30:00 AM,42.915,,,,,
254,09/29/19 06:45:00 AM,42.915,,,,,
255,09/29/19 07:00:00 AM,42.915,,,,,
256,09/29/19 07:15:00 AM,43.099,,,,,
257,09/29/19 07:30:00 AM,43.466,,,,,
258,09/29/19 07:45:00 AM,44.922,,,,,
259,09/29/19 08:00:00 AM,46.728,,,,,
260,09/29/19 08:15:00 AM,48.517,,,,,
261,09/29/19 08:30:00 AM,50.290,,,,,
262,09/29/19 08:45:00 AM,52.225,,,,,
263,09/29/19 09:00:00 AM,54.322,,,,,
264,09/29/19 09:15:00 AM,56.577,,,,,
265,09/29/19 09:30:00 AM,59.337,,,,,
266,09/29/19 09:45:00 AM,62.083,,,,,
267,09/29/19 10:00:00 AM,64.481,,,,,
268,09/29/19 10:15:00 AM,66.708,,,,,
269,09/29/19 10:30:00 AM,69.278,,,,,
270,09/29/19 10:45:00 AM,71.683,,,,,
271,09/29/19 11:00:00 AM,74.446,,,,,
272,09/29/19 11:15:00 AM,76.181,,,,,
273,09/29/19 11:30:00 AM,78.800,,,,,
274,09/29/19 11:45:00 AM,82.864,,,,,
275,09/29/19 12:00:00 PM,85.374,,,,,
276,09/29/19 12:15:00 PM,87.186,,,,,
277,09/29/19 12:30:00 PM,86.641,,,,,
278,09/29/19 12:45:00 PM,86.277,,,,,
279,09/29/19 01:00:00 PM,83.935,,,,,
280,09/29/19 01:15:00 PM,86.641,,,,,
281,09/29/19 01:30:00 PM,89.017,,,,,
282,09/29/19 01:45:00 PM,87.733,,,,,
283,09/29/19 02:00:00 PM,84.115,,,,,
284,09/29/19 02:15:00 PM,82.152,,,,,
285,09/29/19 02:30:00 PM,80.559,,,,,
286,09/29/19 02:45:00 PM,78.800,,,,,
287,09/29/19 03:00:00 PM,76.703,,,,,
288,09/29/19 03:15:00 PM,74.791,,,,,
289,09/29/19 03:30:00 PM,72.891,,,,,
290,09/29/19 03:45:00 PM,71.168,,,,,
291,09/29/19 04:00:00 PM,70.308,,,,,
292,09/29/19 04:15:00 PM,68.592,,,,,
293,09/29/19 04:30:00 PM,67.221,,,,,
294,09/29/19 04:45:00 PM,65.680,,,,,
295,09/29/19 05:00:00 PM,64.310,,,,,
296,09/29/19 05:15:00 PM,63.968,,,,,
297,09/29/19 05:30:00 PM,63.968,,,,,
298,09/29/19 05:45:00 PM,62.940,,,,,
299,09/29/19 06:00:00 PM,61.054,,,,,
300,09/29/19 06:15:00 PM,59.680,,,,,
301,09/29/19 06:30:00 PM,58.303,,,,,
302,09/29/19 06:45:00 PM,56.230,,,,,
303,09/29/19 07:00:00 PM,54.147,,,,,
304,09/29/19 07:15:00 PM,52.576,,,,,
305,09/29/19 07:30:00 PM,51.523,,,,,
306,09/29/19 07:45:00 PM,50.466,,,,,
307,09/29/19 08:00:00 PM,49.404,,,,,
308,09/29/19 08:15:00 PM,48.695,,,,,
309,09/29/19 08:30:00 PM,47.982,,,,,
310,09/29/19 08:45:00 PM,47.446,,,,,
311,09/29/19 09:00:00 PM,47.088,,,,,
312,09/29/19 09:15:00 PM,46.728,,,,,
313,09/29/19 09:30:00 PM,46.548,,,,,
314,09/29/19 09:45:00 PM,46.369,,,,,
315,09/29/19 10:00:00 PM,46.369,,,,,
316,09/29/19 10:15:00 PM,46.728,,,,,
317,09/29/19 10:30:00 PM,47.266,,,,,
318,09/29/19 10:45:00 PM,47.446,,,,,
319,09/29/19 11:00:00 PM,47.446,,,,,
320,09/29/19 11:15:00 PM,47.802,,,,,
321,09/29/19 11:30:00 PM,48.339,,,,,
322,09/29/19 11:45:00 PM,48.695,,,,,
323,09/30/19 12:00:00 AM,49.582,,,,,
324,09/30/19 12:15:00 AM,50.290,,,,,
325,09/30/19 12:30:00 AM,50.466,,,,,
326,09/30/19 12:45:00 AM,50.113,,,,,
327,09/30/19 01:00:00 AM,49.228,,,,,
328,09/30/19 01:15:00 AM,48.517,,,,,
329,09/30/19 01:30:00 AM,48.160,,,,,
330,09/30/19 01:45:00 AM,48.517,,,,,
331,09/30/19 02:00:00 AM,49.228,,,,,
332,09/30/19 02:15:00 AM,49.937,,,,,
333,09/30/19 02:26:31 AM,,0.02,,,,
334,09/30/19 02:30:00 AM,50.643,,,,,
335,09/30/19 02:30:02 AM,,0.03,,,,
336,09/30/19 02:45:00 AM,51.172,,,,,
337,09/30/19 03:00:00 AM,51.346,,,,,
338,09/30/19 03:15:00 AM,51.346,,,,,
339,09/30/19 03:30:00 AM,51.346,,,,,
340,09/30/19 03:45:00 AM,51.346,,,,,
341,09/30/19 04:00:00 AM,50.819,,,,,
342,09/30/19 04:15:00 AM,50.290,,,,,
343,09/30/19 04:30:00 AM,50.113,,,,,
344,09/30/19 04:45:00 AM,49.937,,,,,
345,09/30/19 05:00:00 AM,48.871,,,,,
346,09/30/19 05:15:00 AM,47.624,,,,,
347,09/30/19 05:30:00 AM,46.548,,,,,
348,09/30/19 05:45:00 AM,45.828,,,,,
349,09/30/19 06:00:00 AM,45.104,,,,,
350,09/30/19 06:15:00 AM,44.560,,,,,
351,09/30/19 06:30:00 AM,44.195,,,,,
352,09/30/19 06:45:00 AM,43.648,,,,,
353,09/30/19 07:00:00 AM,43.282,,,,,
354,09/30/19 07:15:00 AM,42.915,,,,,
355,09/30/19 07:30:00 AM,43.099,,,,,
356,09/30/19 07:45:00 AM,44.195,,,,,
357,09/30/19 08:00:00 AM,45.286,,,,,
358,09/30/19 08:15:00 AM,46.369,,,,,
359,09/30/19 08:30:00 AM,47.624,,,,,
360,09/30/19 08:45:00 AM,49.228,,,,,
361,09/30/19 09:00:00 AM,51.699,,,,,
362,09/30/19 09:15:00 AM,53.274,,,,,
363,09/30/19 09:30:00 AM,55.189,,,,,
364,09/30/19 09:45:00 AM,56.057,,,,,
365,09/30/19 10:00:00 AM,58.303,,,,,
366,09/30/19 10:15:00 AM,59.508,,,,,
367,09/30/19 10:30:00 AM,63.111,,,,,
368,09/30/19 10:45:00 AM,65.338,,,,,
369,09/30/19 11:00:00 AM,64.825,,,,,
370,09/30/19 11:15:00 AM,66.879,,,,,
371,09/30/19 11:30:00 AM,68.592,,,,,
372,09/30/19 11:45:00 AM,68.763,,,,,
373,09/30/19 12:00:00 PM,74.964,,,,,
374,09/30/19 12:15:00 PM,80.029,,,,,
375,09/30/19 12:30:00 PM,83.043,,,,,
376,09/30/19 12:45:00 PM,85.014,,,,,
377,09/30/19 01:00:00 PM,85.374,,,,,
378,09/30/19 01:15:00 PM,85.554,,,,,
379,09/30/19 01:30:00 PM,85.735,,,,,
380,09/30/19 01:45:00 PM,84.834,,,,,
381,09/30/19 02:00:00 PM,83.043,,,,,
382,09/30/19 02:15:00 PM,82.508,,,,,
383,09/30/19 02:30:00 PM,81.442,,,,,
384,09/30/19 02:45:00 PM,80.206,,,,,
385,09/30/19 03:00:00 PM,78.624,,,,,
386,09/30/19 03:15:00 PM,76.703,,,,,
387,09/30/19 03:30:00 PM,74.619,,,,,
388,09/30/19 03:45:00 PM,72.718,,,,,
389,09/30/19 04:00:00 PM,70.480,,,,,
390,09/30/19 04:15:00 PM,68.763,,,,,
391,09/30/19 04:30:00 PM,67.050,,,,,
392,09/30/19 04:45:00 PM,65.509,,,,,
393,09/30/19 05:00:00 PM,63.968,,,,,
394,09/30/19 05:15:00 PM,62.254,,,,,
395,09/30/19 05:30:00 PM,60.368,,,,,
396,09/30/19 05:45:00 PM,58.820,,,,,
397,09/30/19 06:00:00 PM,57.096,,,,,
398,09/30/19 06:15:00 PM,55.364,,,,,
399,09/30/19 06:30:00 PM,53.973,,,,,
400,09/30/19 06:45:00 PM,52.750,,,,,
401,09/30/19 07:00:00 PM,51.346,,,,,
402,09/30/19 07:15:00 PM,50.290,,,,,
403,09/30/19 07:30:00 PM,49.228,,,,,
404,09/30/19 07:45:00 PM,48.339,,,,,
405,09/30/19 08:00:00 PM,47.624,,,,,
406,09/30/19 08:15:00 PM,47.088,,,,,
407,09/30/19 08:30:00 PM,46.728,,,,,
408,09/30/19 08:45:00 PM,46.369,,,,,
409,09/30/19 09:00:00 PM,46.188,,,,,
410,09/30/19 09:15:00 PM,45.648,,,,,
411,09/30/19 09:30:00 PM,45.466,,,,,
412,09/30/19 09:45:00 PM,44.922,,,,,
413,09/30/19 10:00:00 PM,44.742,,,,,
414,09/30/19 10:15:00 PM,44.742,,,,,
415,09/30/19 10:30:00 PM,44.742,,,,,
416,09/30/19 10:45:00 PM,44.922,,,,,
417,09/30/19 11:00:00 PM,44.922,,,,,
418,09/30/19 11:15:00 PM,44.560,,,,,
419,09/30/19 11:30:00 PM,43.648,,,,,
420,09/30/19 11:45:00 PM,43.099,,,,,
421,10/01/19 12:00:00 AM,42.732,,,,,
422,10/01/19 12:15:00 AM,42.548,,,,,
423,10/01/19 12:30:00 AM,42.363,,,,,
424,10/01/19 12:45:00 AM,42.363,,,,,
425,10/01/19 01:00:00 AM,42.179,,,,,
426,10/01/19 01:15:00 AM,42.363,,,,,
427,10/01/19 01:30:00 AM,42.179,,,,,
428,10/01/19 01:45:00 AM,41.994,,,,,
429,10/01/19 02:00:00 AM,41.994,,,,,
430,10/01/19 02:15:00 AM,42.548,,,,,
431,10/01/19 02:30:00 AM,43.648,,,,,
432,10/01/19 02:45:00 AM,44.560,,,,,
433,10/01/19 03:00:00 AM,44.742,,,,,
434,10/01/19 03:15:00 AM,44.560,,,,,
435,10/01/19 03:30:00 AM,44.013,,,,,
436,10/01/19 03:45:00 AM,44.013,,,,,
437,10/01/19 04:00:00 AM,44.013,,,,,
438,10/01/19 04:15:00 AM,44.013,,,,,
439,10/01/19 04:30:00 AM,44.922,,,,,
440,10/01/19 04:45:00 AM,45.286,,,,,
441,10/01/19 05:00:00 AM,45.104,,,,,
442,10/01/19 05:15:00 AM,45.286,,,,,
443,10/01/19 05:30:00 AM,45.286,,,,,
444,10/01/19 05:45:00 AM,45.466,,,,,
445,10/01/19 06:00:00 AM,45.466,,,,,
446,10/01/19 06:15:00 AM,45.104,,,,,
447,10/01/19 06:30:00 AM,44.922,,,,,
448,10/01/19 06:45:00 AM,44.922,,,,,
449,10/01/19 07:00:00 AM,45.648,,,,,
450,10/01/19 07:15:00 AM,45.828,,,,,
451,10/01/19 07:30:00 AM,46.008,,,,,
452,10/01/19 07:45:00 AM,46.369,,,,,
453,10/01/19 08:00:00 AM,47.088,,,,,
454,10/01/19 08:15:00 AM,48.160,,,,,
455,10/01/19 08:30:00 AM,49.404,,,,,
456,10/01/19 08:45:00 AM,50.819,,,,,
457,10/01/19 09:00:00 AM,52.576,,,,,
458,10/01/19 09:15:00 AM,54.669,,,,,
459,10/01/19 09:30:00 AM,56.923,,,,,
460,10/01/19 09:45:00 AM,59.164,,,,,
461,10/01/19 10:00:00 AM,61.569,,,,,
462,10/01/19 10:15:00 AM,64.481,,,,,
463,10/01/19 10:30:00 AM,67.392,,,,,
464,10/01/19 10:45:00 AM,69.964,,,,,
465,10/01/19 11:00:00 AM,72.545,,,,,
466,10/01/19 11:15:00 AM,74.791,,,,,
467,10/01/19 11:30:00 AM,77.923,,,,,
468,10/01/19 11:45:00 AM,81.090,,,,,
469,10/01/19 12:00:00 PM,83.221,,,,,
470,10/01/19 12:15:00 PM,85.374,,,,,
471,10/01/19 12:30:00 PM,85.194,,,,,
472,10/01/19 12:45:00 PM,85.014,,,,,
473,10/01/19 01:00:00 PM,86.459,,,,,
474,10/01/19 01:15:00 PM,86.459,,,,,
475,10/01/19 01:30:00 PM,85.915,,,,,
476,10/01/19 01:45:00 PM,85.554,,,,,
477,10/01/19 02:00:00 PM,84.115,,,,,
478,10/01/19 02:15:00 PM,82.508,,,,,
479,10/01/19 02:30:00 PM,80.735,,,,,
480,10/01/19 02:45:00 PM,78.975,,,,,
481,10/01/19 03:00:00 PM,77.749,,,,,
482,10/01/19 03:15:00 PM,76.006,,,,,
483,10/01/19 03:30:00 PM,75.139,,,,,
484,10/01/19 03:45:00 PM,73.580,,,,,
485,10/01/19 04:00:00 PM,72.199,,,,,
486,10/01/19 04:15:00 PM,71.339,,,,,
487,10/01/19 04:30:00 PM,70.308,,,,,
488,10/01/19 04:45:00 PM,68.763,,,,,
489,10/01/19 05:00:00 PM,66.879,,,,,
490,10/01/19 05:15:00 PM,64.652,,,,,
491,10/01/19 05:30:00 PM,62.769,,,,,
492,10/01/19 05:45:00 PM,61.227,,,,,
493,10/01/19 06:00:00 PM,59.680,,,,,
494,10/01/19 06:15:00 PM,58.476,,,,,
495,10/01/19 06:30:00 PM,57.096,,,,,
496,10/01/19 06:45:00 PM,55.711,,,,,
497,10/01/19 07:00:00 PM,54.322,,,,,
498,10/01/19 07:15:00 PM,53.274,,,,,
499,10/01/19 07:30:00 PM,52.225,,,,,
500,10/01/19 07:45:00 PM,51.523,,,,,
501,10/01/19 08:00:00 PM,50.995,,,,,
502,10/01/19 08:15:00 PM,50.466,,,,,
503,10/01/19 08:30:00 PM,49.582,,,,,
504,10/01/19 08:45:00 PM,48.871,,,,,
505,10/01/19 09:00:00 PM,49.050,,,,,
506,10/01/19 09:15:00 PM,50.113,,,,,
507,10/01/19 09:30:00 PM,51.523,,,,,
508,10/01/19 09:45:00 PM,53.100,,,,,
509,10/01/19 10:00:00 PM,53.973,,,,,
510,10/01/19 10:15:00 PM,54.322,,,,,
511,10/01/19 10:30:00 PM,54.669,,,,,
512,10/01/19 10:45:00 PM,54.495,,,,,
513,10/01/19 11:00:00 PM,53.623,,,,,
514,10/01/19 11:15:00 PM,53.274,,,,,
515,10/01/19 11:30:00 PM,53.623,,,,,
516,10/01/19 11:45:00 PM,53.274,,,,,
517,10/02/19 12:00:00 AM,52.576,,,,,
518,10/02/19 12:15:00 AM,51.874,,,,,
519,10/02/19 12:30:00 AM,51.699,,,,,
520,10/02/19 12:45:00 AM,51.346,,,,,
521,10/02/19 01:00:00 AM,50.995,,,,,
