"Plot Title: RLSF"
"#","Date Time, GMT-08:00","Event, inches (LGR S/N: 10592086, SEN S/N: 10592086, LBL: RLSF)","Coupler Attached (LGR S/N: 10592086, SEN S/N: 10592086)","Stopped (LGR S/N: 10592086, SEN S/N: 10592086)","End Of File (LGR S/N: 10592086, SEN S/N: 10592086)"
107,04/23/15 05:48:31 AM,106.00,,,
108,04/24/15 10:14:49 PM,107.00,,,
109,04/24/15 10:18:25 PM,108.00,,,
110,04/24/15 10:18:26 PM,109.00,,,
111,04/24/15 10:22:45 PM,110.00,,,
112,04/24/15 10:26:49 PM,111.00,,,
113,04/24/15 10:38:24 PM,112.00,,,
114,04/24/15 10:49:37 PM,113.00,,,
115,04/24/15 10:57:13 PM,114.00,,,
116,04/24/15 11:06:29 PM,115.00,,,
117,04/24/15 11:13:17 PM,116.00,,,
118,04/24/15 11:22:39 PM,117.00,,,
119,04/24/15 11:28:01 PM,118.00,,,
120,04/24/15 11:30:52 PM,119.00,,,
121,04/24/15 11:36:41 PM,120.00,,,
122,04/24/15 11:45:52 PM,121.00,,,
123,04/24/15 11:53:46 PM,122.00,,,
124,04/24/15 11:59:28 PM,123.00,,,
125,04/25/15 12:07:41 AM,124.00,,,
126,04/25/15 12:15:09 AM,125.00,,,
127,04/25/15 12:20:46 AM,126.00,,,
128,04/25/15 12:25:25 AM,127.00,,,
129,04/25/15 12:30:30 AM,128.00,,,
130,04/25/15 12:33:49 AM,129.00,,,
131,04/25/15 12:37:11 AM,130.00,,,
132,04/25/15 12:39:59 AM,131.00,,,
133,04/25/15 12:44:59 AM,132.00,,,
134,04/25/15 12:49:54 AM,133.00,,,
135,04/25/15 12:53:20 AM,134.00,,,
136,04/25/15 12:55:42 AM,135.00,,,
137,04/25/15 12:58:08 AM,136.00,,,
138,04/25/15 01:02:59 AM,137.00,,,
139,04/25/15 01:08:12 AM,138.00,,,
140,04/25/15 01:10:13 AM,139.00,,,
141,04/25/15 01:12:11 AM,140.00,,,
142,04/25/15 01:13:45 AM,141.00,,,
143,04/25/15 01:17:02 AM,142.00,,,
144,04/25/15 01:24:23 AM,143.00,,,
145,04/25/15 01:30:20 AM,144.00,,,
146,04/25/15 01:33:10 AM,145.00,,,
147,04/25/15 01:36:01 AM,146.00,,,
148,04/25/15 01:38:50 AM,147.00,,,
149,04/25/15 01:42:27 AM,148.00,,,
150,04/25/15 01:44:56 AM,149.00,,,
151,04/25/15 01:46:08 AM,150.00,,,
152,04/25/15 01:46:48 AM,151.00,,,
153,04/25/15 01:47:25 AM,152.00,,,
154,04/25/15 01:48:07 AM,153.00,,,
155,04/25/15 01:49:06 AM,154.00,,,
156,04/25/15 01:52:06 AM,155.00,,,
157,04/25/15 01:53:29 AM,156.00,,,
158,04/25/15 01:55:47 AM,157.00,,,
159,04/25/15 01:59:12 AM,158.00,,,
160,04/25/15 02:01:37 AM,159.00,,,
161,04/25/15 02:03:27 AM,160.00,,,
162,04/25/15 02:05:11 AM,161.00,,,
163,04/25/15 02:05:12 AM,162.00,,,
164,04/25/15 02:07:13 AM,163.00,,,
165,04/25/15 02:08:53 AM,164.00,,,
166,04/25/15 02:10:37 AM,165.00,,,
167,04/25/15 02:14:06 AM,166.00,,,
168,04/25/15 02:17:15 AM,167.00,,,
169,04/25/15 02:20:10 AM,168.00,,,
170,04/25/15 02:22:19 AM,169.00,,,
171,04/25/15 02:24:43 AM,170.00,,,
172,04/25/15 02:27:51 AM,171.00,,,
173,04/25/15 02:30:49 AM,172.00,,,
174,04/25/15 02:36:17 AM,173.00,,,
175,04/25/15 02:40:43 AM,174.00,,,
176,04/25/15 02:43:55 AM,175.00,,,
177,04/25/15 02:45:45 AM,176.00,,,
178,04/25/15 02:47:42 AM,177.00,,,
179,04/25/15 02:50:04 AM,178.00,,,
180,04/25/15 02:52:24 AM,179.00,,,
181,04/25/15 02:54:19 AM,180.00,,,
182,04/25/15 02:57:20 AM,181.00,,,
183,04/25/15 03:00:05 AM,182.00,,,
184,04/25/15 03:02:09 AM,183.00,,,
185,04/25/15 03:03:39 AM,184.00,,,
186,04/25/15 03:03:40 AM,185.00,,,
187,04/25/15 03:05:40 AM,186.00,,,
188,04/25/15 03:07:55 AM,187.00,,,
189,04/25/15 03:07:56 AM,188.00,,,
190,04/25/15 03:09:56 AM,189.00,,,
191,04/25/15 03:12:05 AM,190.00,,,
192,04/25/15 03:15:23 AM,191.00,,,
193,04/25/15 03:19:01 AM,192.00,,,
194,04/25/15 03:19:02 AM,193.00,,,
195,04/25/15 03:22:18 AM,194.00,,,
196,04/25/15 03:28:12 AM,195.00,,,
197,04/25/15 03:28:13 AM,196.00,,,
198,04/25/15 03:31:40 AM,197.00,,,
199,04/25/15 03:34:37 AM,198.00,,,
200,04/25/15 03:37:10 AM,199.00,,,
201,04/25/15 03:39:17 AM,200.00,,,
202,04/25/15 03:43:26 AM,201.00,,,
203,04/25/15 03:46:00 AM,202.00,,,
204,04/25/15 03:49:09 AM,203.00,,,
205,04/25/15 03:52:20 AM,204.00,,,
206,04/25/15 03:57:01 AM,205.00,,,
207,04/25/15 04:01:34 AM,206.00,,,
208,04/25/15 04:18:48 AM,207.00,,,
209,04/25/15 04:33:24 AM,208.00,,,
210,04/25/15 04:57:55 AM,209.00,,,
211,05/07/15 12:41:05 PM,210.00,,,
212,05/07/15 12:59:14 PM,211.00,,,
213,05/10/15 12:28:29 AM,212.00,,,
214,05/15/15 08:42:22 AM,,Logged,,
215,05/15/15 08:42:27 AM,212.00,,Logged,Logged
