"Plot Title: HS"
"#","Date Time, GMT-07:00","Batt, V (LGR S/N: 9668992, SEN S/N: 9668992)","rainfall, inches (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
93,10/05/11 12:45:00 AM,2.97,,,,
94,10/05/11 12:46:23 AM,,0.61,,,
95,10/05/11 12:48:08 AM,,0.62,,,
96,10/05/11 12:49:43 AM,,0.63,,,
97,10/05/11 12:51:09 AM,,0.64,,,
98,10/05/11 12:52:34 AM,,0.65,,,
99,10/05/11 12:53:57 AM,,0.66,,,
100,10/05/11 12:55:18 AM,,0.67,,,
101,10/05/11 12:56:37 AM,,0.68,,,
102,10/05/11 12:57:58 AM,,0.69,,,
103,10/05/11 12:59:25 AM,,0.70,,,
104,10/05/11 01:00:00 AM,2.97,,,,
105,10/05/11 01:00:38 AM,,0.71,,,
106,10/05/11 01:01:52 AM,,0.72,,,
107,10/05/11 01:03:18 AM,,0.73,,,
108,10/05/11 01:04:52 AM,,0.74,,,
109,10/05/11 01:06:09 AM,,0.75,,,
110,10/05/11 01:07:29 AM,,0.76,,,
111,10/05/11 01:08:39 AM,,0.77,,,
112,10/05/11 01:09:43 AM,,0.78,,,
113,10/05/11 01:10:54 AM,,0.79,,,
114,10/05/11 01:12:12 AM,,0.80,,,
115,10/05/11 01:13:41 AM,,0.81,,,
116,10/05/11 01:14:58 AM,,0.82,,,
117,10/05/11 01:15:00 AM,2.97,,,,
118,10/05/11 01:16:17 AM,,0.83,,,
119,10/05/11 01:17:43 AM,,0.84,,,
120,10/05/11 01:19:08 AM,,0.85,,,
121,10/05/11 01:20:42 AM,,0.86,,,
122,10/05/11 01:21:49 AM,,0.87,,,
123,10/05/11 01:22:48 AM,,0.88,,,
124,10/05/11 01:23:53 AM,,0.89,,,
125,10/05/11 01:24:54 AM,,0.90,,,
126,10/05/11 01:25:53 AM,,0.91,,,
127,10/05/11 01:27:08 AM,,0.92,,,
128,10/05/11 01:28:28 AM,,0.93,,,
129,10/05/11 01:30:00 AM,2.97,,,,
130,10/05/11 01:30:04 AM,,0.94,,,
131,10/05/11 01:31:26 AM,,0.95,,,
132,10/05/11 01:32:34 AM,,0.96,,,
133,10/05/11 01:33:39 AM,,0.97,,,
134,10/05/11 01:34:41 AM,,0.98,,,
135,10/05/11 01:35:30 AM,,0.99,,,
136,10/05/11 01:36:11 AM,,1.00,,,
137,10/05/11 01:36:58 AM,,1.01,,,
138,10/05/11 01:37:44 AM,,1.02,,,
139,10/05/11 01:38:23 AM,,1.03,,,
140,10/05/11 01:38:56 AM,,1.04,,,
141,10/05/11 01:39:33 AM,,1.05,,,
142,10/05/11 01:40:19 AM,,1.06,,,
143,10/05/11 01:41:25 AM,,1.07,,,
144,10/05/11 01:42:34 AM,,1.08,,,
145,10/05/11 01:43:55 AM,,1.09,,,
146,10/05/11 01:45:00 AM,2.97,,,,
147,10/05/11 01:45:20 AM,,1.10,,,
148,10/05/11 01:46:19 AM,,1.11,,,
149,10/05/11 01:47:29 AM,,1.12,,,
150,10/05/11 01:48:46 AM,,1.13,,,
151,10/05/11 01:49:47 AM,,1.14,,,
152,10/05/11 01:51:00 AM,,1.15,,,
153,10/05/11 01:51:54 AM,,1.16,,,
154,10/05/11 01:52:53 AM,,1.17,,,
155,10/05/11 01:53:42 AM,,1.18,,,
156,10/05/11 01:54:29 AM,,1.19,,,
157,10/05/11 01:55:27 AM,,1.20,,,
158,10/05/11 01:56:21 AM,,1.21,,,
159,10/05/11 01:57:15 AM,,1.22,,,
160,10/05/11 01:57:58 AM,,1.23,,,
161,10/05/11 01:58:44 AM,,1.24,,,
162,10/05/11 01:59:41 AM,,1.25,,,
163,10/05/11 02:00:00 AM,2.97,,,,
164,10/05/11 02:00:29 AM,,1.26,,,
165,10/05/11 02:01:13 AM,,1.27,,,
166,10/05/11 02:02:08 AM,,1.28,,,
167,10/05/11 02:02:49 AM,,1.29,,,
168,10/05/11 02:03:26 AM,,1.30,,,
169,10/05/11 02:04:19 AM,,1.31,,,
170,10/05/11 02:05:22 AM,,1.32,,,
171,10/05/11 02:06:16 AM,,1.33,,,
172,10/05/11 02:07:09 AM,,1.34,,,
173,10/05/11 02:08:07 AM,,1.35,,,
174,10/05/11 02:08:53 AM,,1.36,,,
175,10/05/11 02:09:31 AM,,1.37,,,
176,10/05/11 02:10:08 AM,,1.38,,,
177,10/05/11 02:10:48 AM,,1.39,,,
178,10/05/11 02:11:29 AM,,1.40,,,
179,10/05/11 02:12:10 AM,,1.41,,,
180,10/05/11 02:12:49 AM,,1.42,,,
181,10/05/11 02:13:31 AM,,1.43,,,
182,10/05/11 02:14:14 AM,,1.44,,,
183,10/05/11 02:15:00 AM,2.97,,,,
184,10/05/11 02:15:02 AM,,1.45,,,
185,10/05/11 02:15:56 AM,,1.46,,,
186,10/05/11 02:16:59 AM,,1.47,,,
187,10/05/11 02:18:29 AM,,1.48,,,
188,10/05/11 02:19:36 AM,,1.49,,,
189,10/05/11 02:20:53 AM,,1.50,,,
190,10/05/11 02:22:23 AM,,1.51,,,
191,10/05/11 02:23:53 AM,,1.52,,,
192,10/05/11 02:25:04 AM,,1.53,,,
193,10/05/11 02:26:22 AM,,1.54,,,
194,10/05/11 02:27:16 AM,,1.55,,,
195,10/05/11 02:28:19 AM,,1.56,,,
196,10/05/11 02:29:21 AM,,1.57,,,
197,10/05/11 02:30:00 AM,2.97,,,,
198,10/05/11 02:30:09 AM,,1.58,,,
199,10/05/11 02:30:59 AM,,1.59,,,
200,10/05/11 02:31:51 AM,,1.60,,,
201,10/05/11 02:32:39 AM,,1.61,,,
202,10/05/11 02:33:27 AM,,1.62,,,
203,10/05/11 02:34:02 AM,,1.63,,,
204,10/05/11 02:34:36 AM,,1.64,,,
205,10/05/11 02:35:10 AM,,1.65,,,
206,10/05/11 02:35:41 AM,,1.66,,,
207,10/05/11 02:36:20 AM,,1.67,,,
208,10/05/11 02:37:04 AM,,1.68,,,
209,10/05/11 02:37:56 AM,,1.69,,,
210,10/05/11 02:38:55 AM,,1.70,,,
211,10/05/11 02:39:30 AM,,1.71,,,
212,10/05/11 02:39:55 AM,,1.72,,,
213,10/05/11 02:40:20 AM,,1.73,,,
214,10/05/11 02:40:42 AM,,1.74,,,
215,10/05/11 02:41:01 AM,,1.75,,,
216,10/05/11 02:41:19 AM,,1.76,,,
217,10/05/11 02:41:40 AM,,1.77,,,
218,10/05/11 02:41:57 AM,,1.78,,,
219,10/05/11 02:42:16 AM,,1.79,,,
220,10/05/11 02:42:49 AM,,1.80,,,
221,10/05/11 02:43:54 AM,,1.81,,,
222,10/05/11 02:44:41 AM,,1.82,,,
223,10/05/11 02:45:00 AM,2.97,,,,
224,10/05/11 02:45:32 AM,,1.83,,,
225,10/05/11 02:47:23 AM,,1.84,,,
226,10/05/11 02:49:13 AM,,1.85,,,
227,10/05/11 02:50:04 AM,,1.86,,,
228,10/05/11 02:51:27 AM,,1.87,,,
229,10/05/11 02:53:26 AM,,1.88,,,
230,10/05/11 02:56:17 AM,,1.89,,,
231,10/05/11 02:58:49 AM,,1.90,,,
232,10/05/11 03:00:00 AM,2.97,,,,
233,10/05/11 03:00:36 AM,,1.91,,,
234,10/05/11 03:05:17 AM,,1.92,,,
235,10/05/11 03:08:48 AM,,1.93,,,
236,10/05/11 03:11:14 AM,,1.94,,,
237,10/05/11 03:15:00 AM,2.97,,,,
238,10/05/11 03:19:16 AM,,1.95,,,
239,10/05/11 03:25:48 AM,,1.96,,,
240,10/05/11 03:30:00 AM,2.97,,,,
241,10/05/11 03:36:27 AM,,1.97,,,
242,10/05/11 03:40:23 AM,,1.98,,,
243,10/05/11 03:45:00 AM,2.97,,,,
244,10/05/11 03:46:43 AM,,1.99,,,
245,10/05/11 04:00:00 AM,2.97,,,,
246,10/05/11 04:01:07 AM,,2.00,,,
247,10/05/11 04:15:00 AM,2.97,,,,
248,10/05/11 04:15:21 AM,,2.01,,,
249,10/05/11 04:30:00 AM,2.95,,,,
250,10/05/11 04:45:00 AM,2.95,,,,
251,10/05/11 05:00:00 AM,2.95,,,,
252,10/05/11 05:15:00 AM,2.95,,,,
253,10/05/11 05:30:00 AM,2.95,,,,
254,10/05/11 05:45:00 AM,2.97,,,,
255,10/05/11 06:00:00 AM,2.97,,,,
256,10/05/11 06:15:00 AM,2.97,,,,
257,10/05/11 06:30:00 AM,2.97,,,,
258,10/05/11 06:45:00 AM,2.97,,,,
259,10/05/11 07:00:00 AM,2.97,,,,
260,10/05/11 07:15:00 AM,2.97,,,,
261,10/05/11 07:30:00 AM,2.97,,,,
262,10/05/11 07:45:00 AM,2.97,,,,
263,10/05/11 08:00:00 AM,2.97,,,,
264,10/05/11 08:15:00 AM,2.97,,,,
265,10/05/11 08:30:00 AM,2.97,,,,
266,10/05/11 08:45:00 AM,2.97,,,,
267,10/05/11 08:54:24 AM,,2.02,,,
268,10/05/11 08:58:40 AM,,2.03,,,
269,10/05/11 09:00:00 AM,2.97,,,,
270,10/05/11 09:01:26 AM,,2.04,,,
271,10/05/11 09:15:00 AM,2.95,,,,
272,10/05/11 09:30:00 AM,2.95,,,,
273,10/05/11 09:45:00 AM,2.97,,,,
274,10/05/11 10:00:00 AM,2.97,,,,
275,10/05/11 10:15:00 AM,2.97,,,,
276,10/05/11 10:30:00 AM,2.97,,,,
277,10/05/11 10:45:00 AM,2.97,,,,
278,10/05/11 11:00:00 AM,2.97,,,,
279,10/05/11 11:15:00 AM,2.95,,,,
280,10/05/11 11:30:00 AM,2.95,,,,
281,10/05/11 11:45:00 AM,2.95,,,,
282,10/05/11 12:00:00 PM,2.95,,,,
283,10/05/11 12:15:00 PM,2.95,,,,
284,10/05/11 12:30:00 PM,2.97,,,,
285,10/05/11 12:45:00 PM,2.97,,,,
286,10/05/11 01:00:00 PM,2.97,,,,
287,10/05/11 01:15:00 PM,2.97,,,,
288,10/05/11 01:30:00 PM,2.97,,,,
289,10/05/11 01:45:00 PM,2.97,,,,
290,10/05/11 02:00:00 PM,2.97,,,,
291,10/05/11 02:15:00 PM,2.97,,,,
292,10/05/11 02:30:00 PM,2.97,,,,
293,10/05/11 02:45:00 PM,2.95,,,,
294,10/05/11 03:00:00 PM,2.95,,,,
295,10/05/11 03:15:00 PM,2.95,,,,
296,10/05/11 03:30:00 PM,2.97,,,,
297,10/05/11 03:45:00 PM,2.95,,,,
298,10/05/11 03:47:28 PM,,2.05,,,
299,10/05/11 03:48:30 PM,,2.06,,,
300,10/05/11 03:48:59 PM,,2.07,,,
301,10/05/11 03:49:33 PM,,2.08,,,
302,10/05/11 03:50:08 PM,,2.09,,,
303,10/05/11 03:58:53 PM,,2.10,,,
304,10/05/11 04:00:00 PM,2.97,,,,
305,10/05/11 04:15:00 PM,2.97,,,,
306,10/05/11 04:30:00 PM,2.95,,,,
307,10/05/11 04:45:00 PM,2.95,,,,
308,10/05/11 04:56:19 PM,,2.11,,,
309,10/05/11 04:59:10 PM,,2.12,,,
310,10/05/11 04:59:32 PM,,2.13,,,
311,10/05/11 04:59:43 PM,,2.14,,,
312,10/05/11 05:00:00 PM,2.97,2.15,,,
313,10/05/11 05:00:28 PM,,2.16,,,
314,10/05/11 05:01:00 PM,,2.17,,,
315,10/05/11 05:01:49 PM,,2.18,,,
316,10/05/11 05:02:07 PM,,2.19,,,
317,10/05/11 05:02:19 PM,,2.20,,,
318,10/05/11 05:02:43 PM,,2.21,,,
319,10/05/11 05:03:23 PM,,2.22,,,
320,10/05/11 05:03:56 PM,,2.23,,,
321,10/05/11 05:04:23 PM,,2.24,,,
322,10/05/11 05:04:48 PM,,2.25,,,
323,10/05/11 05:05:13 PM,,2.26,,,
324,10/05/11 05:05:59 PM,,2.27,,,
325,10/05/11 05:15:00 PM,2.97,,,,
326,10/05/11 05:30:00 PM,2.95,,,,
327,10/05/11 05:45:00 PM,2.97,,,,
328,10/05/11 06:00:00 PM,2.97,,,,
329,10/05/11 06:15:00 PM,2.97,,,,
330,10/05/11 06:30:00 PM,2.97,,,,
331,10/05/11 06:45:00 PM,2.95,,,,
332,10/05/11 07:00:00 PM,2.95,,,,
333,10/05/11 07:15:00 PM,2.95,,,,
334,10/05/11 07:30:00 PM,2.95,,,,
335,10/05/11 07:45:00 PM,2.95,,,,
336,10/05/11 08:00:00 PM,2.95,,,,
337,10/05/11 08:15:00 PM,2.95,,,,
338,10/05/11 08:30:00 PM,2.95,,,,
339,10/05/11 08:45:00 PM,2.95,,,,
340,10/05/11 09:00:00 PM,2.95,,,,
341,10/05/11 09:15:00 PM,2.95,,,,
342,10/05/11 09:30:00 PM,2.95,,,,
343,10/05/11 09:45:00 PM,2.95,,,,
344,10/05/11 10:00:00 PM,2.95,,,,
345,10/05/11 10:15:00 PM,2.95,,,,
346,10/05/11 10:30:00 PM,2.95,,,,
347,10/05/11 10:45:00 PM,2.95,,,,
348,10/05/11 11:00:00 PM,2.95,,,,
349,10/05/11 11:15:00 PM,2.95,,,,
350,10/05/11 11:30:00 PM,2.95,,,,
351,10/05/11 11:45:00 PM,2.95,,,,
352,10/06/11 12:00:00 AM,2.95,,,,
353,10/06/11 12:15:00 AM,2.97,,,,
354,10/06/11 12:30:00 AM,2.97,,,,
355,10/06/11 12:45:00 AM,2.97,,,,
356,10/06/11 01:00:00 AM,2.97,,,,
357,10/06/11 01:15:00 AM,2.97,,,,
358,10/06/11 01:30:00 AM,2.97,,,,
359,10/06/11 01:45:00 AM,2.97,,,,
360,10/06/11 02:00:00 AM,2.97,,,,
361,10/06/11 02:15:00 AM,2.97,,,,
362,10/06/11 02:30:00 AM,2.97,,,,
363,10/06/11 02:45:00 AM,2.97,,,,
364,10/06/11 03:00:00 AM,2.97,,,,
365,10/06/11 03:15:00 AM,2.97,,,,
366,10/06/11 03:30:00 AM,2.95,,,,
367,10/06/11 03:45:00 AM,2.95,,,,
368,10/06/11 04:00:00 AM,2.95,,,,
369,10/06/11 04:15:00 AM,2.95,,,,
370,10/06/11 04:30:00 AM,2.95,,,,
371,10/06/11 04:45:00 AM,2.95,,,,
372,10/06/11 05:00:00 AM,2.95,,,,
373,10/06/11 05:15:00 AM,2.95,,,,
374,10/06/11 05:30:00 AM,2.95,,,,
375,10/06/11 05:45:00 AM,2.95,,,,
376,10/06/11 06:00:00 AM,2.95,,,,
377,10/06/11 06:15:00 AM,2.95,,,,
378,10/06/11 06:30:00 AM,2.95,,,,
379,10/06/11 06:45:00 AM,2.95,,,,
380,10/06/11 06:48:43 AM,,2.28,,,
381,10/06/11 07:00:00 AM,2.95,,,,
382,10/06/11 07:15:00 AM,2.95,,,,
383,10/06/11 07:30:00 AM,2.95,,,,
384,10/06/11 07:45:00 AM,2.95,,,,
385,10/06/11 08:00:00 AM,2.95,,,,
386,10/06/11 08:15:00 AM,2.95,,,,
387,10/06/11 08:22:08 AM,,2.29,,,
388,10/06/11 08:27:57 AM,,2.30,,,
389,10/06/11 08:30:00 AM,2.95,,,,
390,10/06/11 08:30:27 AM,,2.31,,,
391,10/06/11 08:32:21 AM,,2.32,,,
392,10/06/11 08:34:53 AM,,2.33,,,
393,10/06/11 08:37:31 AM,,2.34,,,
394,10/06/11 08:39:36 AM,,2.35,,,
395,10/06/11 08:41:52 AM,,2.36,,,
396,10/06/11 08:44:32 AM,,2.37,,,
397,10/06/11 08:45:00 AM,2.95,,,,
398,10/06/11 08:49:16 AM,,2.38,,,
399,10/06/11 08:54:15 AM,,2.39,,,
400,10/06/11 08:59:31 AM,,2.40,,,
401,10/06/11 09:00:00 AM,2.95,,,,
402,10/06/11 09:02:34 AM,,2.41,,,
403,10/06/11 09:10:02 AM,,2.42,,,
404,10/06/11 09:15:00 AM,2.95,,,,
405,10/06/11 09:19:58 AM,,2.43,,,
406,10/06/11 09:23:42 AM,,2.44,,,
407,10/06/11 09:30:00 AM,2.95,,,,
408,10/06/11 09:39:32 AM,,2.45,,,
409,10/06/11 09:45:00 AM,2.95,,,,
410,10/06/11 09:54:43 AM,,2.46,,,
411,10/06/11 10:00:00 AM,2.95,,,,
412,10/06/11 10:04:44 AM,,2.47,,,
413,10/06/11 10:08:49 AM,,2.48,,,
414,10/06/11 10:12:42 AM,,2.49,,,
415,10/06/11 10:15:00 AM,2.95,,,,
416,10/06/11 10:17:24 AM,,2.50,,,
417,10/06/11 10:30:00 AM,2.95,,,,
418,10/06/11 10:40:20 AM,,2.51,,,
419,10/06/11 10:45:00 AM,2.97,,,,
420,10/06/11 11:00:00 AM,2.97,,,,
421,10/06/11 11:15:00 AM,2.97,,,,
422,10/06/11 11:30:00 AM,2.97,,,,
423,10/06/11 11:45:00 AM,2.95,,,,
424,10/06/11 12:00:00 PM,2.95,,,,
425,10/06/11 12:15:00 PM,2.95,,,,
426,10/06/11 12:30:00 PM,2.95,,,,
427,10/06/11 12:45:00 PM,2.97,,,,
428,10/06/11 01:00:00 PM,2.97,,,,
429,10/06/11 01:15:00 PM,2.97,,,,
430,10/06/11 01:30:00 PM,2.95,,,,
431,10/06/11 01:43:54 PM,,2.52,,,
432,10/06/11 01:45:00 PM,2.95,,,,
433,10/06/11 02:00:00 PM,2.95,,,,
434,10/06/11 02:15:00 PM,2.97,,,,
435,10/06/11 02:30:00 PM,2.97,,,,
436,10/06/11 02:45:00 PM,2.95,,,,
437,10/06/11 03:00:00 PM,2.97,,,,
438,10/06/11 03:14:02 PM,,2.53,,,
439,10/06/11 03:15:00 PM,2.95,,,,
440,10/06/11 03:16:10 PM,,2.54,,,
441,10/06/11 03:17:36 PM,,2.55,,,
442,10/06/11 03:18:54 PM,,2.56,,,
443,10/06/11 03:19:22 PM,,2.57,,,
444,10/06/11 03:21:40 PM,,2.58,,,
445,10/06/11 03:23:18 PM,,2.59,,,
446,10/06/11 03:24:27 PM,,2.60,,,
447,10/06/11 03:25:24 PM,,2.61,,,
448,10/06/11 03:26:37 PM,,2.62,,,
449,10/06/11 03:29:26 PM,,2.63,,,
450,10/06/11 03:30:00 PM,2.97,,,,
451,10/06/11 03:45:00 PM,2.97,,,,
452,10/06/11 04:00:00 PM,2.95,,,,
453,10/06/11 04:15:00 PM,2.95,,,,
454,10/06/11 04:30:00 PM,2.95,,,,
455,10/06/11 04:45:00 PM,2.95,,,,
456,10/06/11 05:00:00 PM,2.95,,,,
457,10/06/11 05:15:00 PM,2.95,,,,
458,10/06/11 05:30:00 PM,2.97,,,,
459,10/06/11 05:45:00 PM,2.95,,,,
460,10/06/11 06:00:00 PM,2.95,,,,
461,10/06/11 06:15:00 PM,2.95,,,,
462,10/06/11 06:30:00 PM,2.95,,,,
463,10/06/11 06:45:00 PM,2.95,,,,
464,10/06/11 07:00:00 PM,2.97,,,,
465,10/06/11 07:15:00 PM,2.95,,,,
466,10/06/11 07:30:00 PM,2.95,,,,
467,10/06/11 07:45:00 PM,2.95,,,,
468,10/06/11 08:00:00 PM,2.95,,,,
469,10/06/11 08:15:00 PM,2.95,,,,
470,10/06/11 08:30:00 PM,2.95,,,,
471,10/06/11 08:45:00 PM,2.95,,,,
472,10/06/11 09:00:00 PM,2.95,,,,
473,10/06/11 09:15:00 PM,2.95,,,,
474,10/06/11 09:30:00 PM,2.97,,,,
475,10/06/11 09:45:00 PM,2.97,,,,
476,10/06/11 10:00:00 PM,2.95,,,,
477,10/06/11 10:15:00 PM,2.97,,,,
478,10/06/11 10:30:00 PM,2.97,,,,
479,10/06/11 10:45:00 PM,2.97,,,,
480,10/06/11 11:00:00 PM,2.97,,,,
481,10/06/11 11:15:00 PM,2.97,,,,
482,10/06/11 11:30:00 PM,2.97,,,,
483,10/06/11 11:45:00 PM,2.97,,,,
484,10/07/11 12:00:00 AM,2.97,,,,
485,10/07/11 12:15:00 AM,2.97,,,,
486,10/07/11 12:30:00 AM,2.97,,,,
487,10/07/11 12:45:00 AM,2.97,,,,
488,10/07/11 01:00:00 AM,2.97,,,,
489,10/07/11 01:15:00 AM,2.97,,,,
490,10/07/11 01:30:00 AM,2.97,,,,
491,10/07/11 01:45:00 AM,2.97,,,,
492,10/07/11 02:00:00 AM,2.95,,,,
493,10/07/11 02:15:00 AM,2.97,,,,
494,10/07/11 02:30:00 AM,2.97,,,,
495,10/07/11 02:45:00 AM,2.97,,,,
496,10/07/11 03:00:00 AM,2.97,,,,
497,10/07/11 03:15:00 AM,2.97,,,,
498,10/07/11 03:30:00 AM,2.97,,,,
499,10/07/11 03:45:00 AM,2.97,,,,
500,10/07/11 04:00:00 AM,2.95,,,,
501,10/07/11 04:15:00 AM,2.97,,,,
502,10/07/11 04:30:00 AM,2.97,,,,
503,10/07/11 04:45:00 AM,2.97,,,,
504,10/07/11 05:00:00 AM,2.97,,,,
505,10/07/11 05:15:00 AM,2.97,,,,
506,10/07/11 05:30:00 AM,2.97,,,,
507,10/07/11 05:45:00 AM,2.97,,,,
508,10/07/11 06:00:00 AM,2.97,,,,
509,10/07/11 06:15:00 AM,2.97,,,,
510,10/07/11 06:30:00 AM,2.97,,,,
511,10/07/11 06:45:00 AM,2.97,,,,
512,10/07/11 07:00:00 AM,2.97,,,,
513,10/07/11 07:15:00 AM,2.97,,,,
514,10/07/11 07:30:00 AM,2.97,,,,
515,10/07/11 07:45:00 AM,2.97,,,,
516,10/07/11 08:00:00 AM,2.97,,,,
517,10/07/11 08:15:00 AM,2.97,,,,
518,10/07/11 08:30:00 AM,2.97,,,,
519,10/07/11 08:45:00 AM,2.97,,,,
520,10/07/11 09:00:00 AM,2.97,,,,
521,10/07/11 09:15:00 AM,2.95,,,,
522,10/07/11 09:30:00 AM,2.95,,,,
523,10/07/11 09:45:00 AM,2.95,,,,
524,10/07/11 10:00:00 AM,2.97,,,,
525,10/07/11 10:15:00 AM,2.95,,,,
526,10/07/11 10:30:00 AM,2.95,,,,
527,10/07/11 10:45:00 AM,2.95,,,,
528,10/07/11 11:00:00 AM,2.95,,,,
529,10/07/11 11:15:00 AM,2.95,,,,
530,10/07/11 11:30:00 AM,2.95,,,,
531,10/07/11 11:45:00 AM,2.95,,,,
532,10/07/11 12:00:00 PM,2.95,,,,
533,10/07/11 12:15:00 PM,2.95,,,,
534,10/07/11 12:30:00 PM,2.95,,,,
535,10/07/11 12:45:00 PM,2.95,,,,
536,10/07/11 01:00:00 PM,2.95,,,,
537,10/07/11 01:15:00 PM,2.95,,,,
538,10/07/11 01:30:00 PM,2.95,,,,
539,10/07/11 01:45:00 PM,2.97,,,,
540,10/07/11 02:00:00 PM,2.97,,,,
541,10/07/11 02:15:00 PM,2.97,,,,
542,10/07/11 02:30:00 PM,2.95,,,,
543,10/07/11 02:45:00 PM,2.95,,,,
544,10/07/11 03:00:00 PM,2.95,,,,
