"Plot Title: Waterlab"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309220, SEN S/N: 20309220)","Event, units (LGR S/N: 20309220, SEN S/N: 20309220)","Coupler Attached (LGR S/N: 20309220, SEN S/N: 20309220)","Coupler Detached (LGR S/N: 20309220, SEN S/N: 20309220)","Host Connected (LGR S/N: 20309220, SEN S/N: 20309220)","Stopped (LGR S/N: 20309220, SEN S/N: 20309220)","End Of File (LGR S/N: 20309220, SEN S/N: 20309220)"
36,04/05/19 01:00:00 AM,49.582,,,,,,
37,04/05/19 02:00:00 AM,51.699,,,,,,
38,04/05/19 03:00:00 AM,52.401,,,,,,
39,04/05/19 04:00:00 AM,52.401,,,,,,
40,04/05/19 05:00:00 AM,52.925,,,,,,
41,04/05/19 06:00:00 AM,52.925,,,,,,
42,04/05/19 07:00:00 AM,52.576,,,,,,
43,04/05/19 08:00:00 AM,53.274,,,,,,
44,04/05/19 08:39:34 AM,,0.04,,,,,
45,04/05/19 09:00:00 AM,53.449,,,,,,
46,04/05/19 09:30:19 AM,,0.05,,,,,
47,04/05/19 09:34:33 AM,,0.06,,,,,
48,04/05/19 09:37:12 AM,,0.07,,,,,
49,04/05/19 09:43:50 AM,,0.08,,,,,
50,04/05/19 09:46:44 AM,,0.09,,,,,
51,04/05/19 09:50:13 AM,,0.10,,,,,
52,04/05/19 09:55:01 AM,,0.11,,,,,
53,04/05/19 09:57:47 AM,,0.12,,,,,
54,04/05/19 09:58:47 AM,,0.13,,,,,
55,04/05/19 10:00:00 AM,53.623,,,,,,
56,04/05/19 10:00:41 AM,,0.14,,,,,
57,04/05/19 10:02:14 AM,,0.15,,,,,
58,04/05/19 10:07:46 AM,,0.16,,,,,
59,04/05/19 10:11:07 AM,,0.17,,,,,
60,04/05/19 10:21:13 AM,,0.18,,,,,
61,04/05/19 10:34:21 AM,,0.19,,,,,
62,04/05/19 10:37:12 AM,,0.20,,,,,
63,04/05/19 10:39:02 AM,,0.21,,,,,
64,04/05/19 10:45:35 AM,,0.22,,,,,
65,04/05/19 10:47:27 AM,,0.23,,,,,
66,04/05/19 10:49:47 AM,,0.24,,,,,
67,04/05/19 10:52:28 AM,,0.25,,,,,
68,04/05/19 11:00:00 AM,54.322,,,,,,
69,04/05/19 11:00:47 AM,,0.26,,,,,
70,04/05/19 11:03:18 AM,,0.27,,,,,
71,04/05/19 11:05:49 AM,,0.28,,,,,
72,04/05/19 11:07:39 AM,,0.29,,,,,
73,04/05/19 11:09:38 AM,,0.30,,,,,
74,04/05/19 11:10:47 AM,,0.31,,,,,
75,04/05/19 11:13:33 AM,,0.32,,,,,
76,04/05/19 11:19:13 AM,,0.33,,,,,
77,04/05/19 12:00:00 PM,60.712,,,,,,
78,04/05/19 01:00:00 PM,59.851,,,,,,
79,04/05/19 02:00:00 PM,66.366,,,,,,
80,04/05/19 03:00:00 PM,67.221,,,,,,
81,04/05/19 04:00:00 PM,66.537,,,,,,
82,04/05/19 05:00:00 PM,63.797,,,,,,
83,04/05/19 06:00:00 PM,60.024,,,,,,
84,04/05/19 07:00:00 PM,58.131,,,,,,
85,04/05/19 08:00:00 PM,52.750,,,,,,
86,04/05/19 09:00:00 PM,50.466,,,,,,
87,04/05/19 10:00:00 PM,49.404,,,,,,
88,04/05/19 11:00:00 PM,47.802,,,,,,
89,04/06/19 12:00:00 AM,46.369,,,,,,
90,04/06/19 01:00:00 AM,47.802,,,,,,
91,04/06/19 02:00:00 AM,49.050,,,,,,
92,04/06/19 03:00:00 AM,49.759,,,,,,
93,04/06/19 04:00:00 AM,50.643,,,,,,
94,04/06/19 05:00:00 AM,51.346,,,,,,
95,04/06/19 05:33:17 AM,,0.34,,,,,
96,04/06/19 06:00:00 AM,52.050,,,,,,
97,04/06/19 06:44:01 AM,,0.35,,,,,
98,04/06/19 07:00:00 AM,52.750,,,,,,
99,04/06/19 08:00:00 AM,54.322,,,,,,
100,04/06/19 09:00:00 AM,56.577,,,,,,
101,04/06/19 10:00:00 AM,60.712,,,,,,
102,04/06/19 11:00:00 AM,65.509,,,,,,
103,04/06/19 12:00:00 PM,64.310,,,,,,
104,04/06/19 01:00:00 PM,63.282,,,,,,
105,04/06/19 02:00:00 PM,68.763,,,,,,
106,04/06/19 03:00:00 PM,68.248,,,,,,
107,04/06/19 04:00:00 PM,68.077,,,,,,
108,04/06/19 05:00:00 PM,64.481,,,,,,
109,04/06/19 06:00:00 PM,61.912,,,,,,
110,04/06/19 07:00:00 PM,59.851,,,,,,
111,04/06/19 08:00:00 PM,58.131,,,,,,
112,04/06/19 09:00:00 PM,55.364,,,,,,
113,04/06/19 10:00:00 PM,52.050,,,,,,
114,04/06/19 11:00:00 PM,50.290,,,,,,
115,04/07/19 12:00:00 AM,49.404,,,,,,
116,04/07/19 01:00:00 AM,48.695,,,,,,
117,04/07/19 02:00:00 AM,48.871,,,,,,
118,04/07/19 03:00:00 AM,50.643,,,,,,
119,04/07/19 04:00:00 AM,48.871,,,,,,
120,04/07/19 05:00:00 AM,47.446,,,,,,
121,04/07/19 06:00:00 AM,48.695,,,,,,
122,04/07/19 07:00:00 AM,47.446,,,,,,
123,04/07/19 08:00:00 AM,50.113,,,,,,
124,04/07/19 09:00:00 AM,57.441,,,,,,
125,04/07/19 10:00:00 AM,76.006,,,,,,
126,04/07/19 11:00:00 AM,81.266,,,,,,
127,04/07/19 12:00:00 PM,81.797,,,,,,
128,04/07/19 01:00:00 PM,75.484,,,,,,
129,04/07/19 02:00:00 PM,72.545,,,,,,
130,04/07/19 03:00:00 PM,71.168,,,,,,
131,04/07/19 04:00:00 PM,68.592,,,,,,
132,04/07/19 05:00:00 PM,67.221,,,,,,
133,04/07/19 06:00:00 PM,62.769,,,,,,
134,04/07/19 07:00:00 PM,60.368,,,,,,
135,04/07/19 08:00:00 PM,57.785,,,,,,
136,04/07/19 09:00:00 PM,54.842,,,,,,
137,04/07/19 10:00:00 PM,53.973,,,,,,
138,04/07/19 11:00:00 PM,54.669,,,,,,
139,04/08/19 12:00:00 AM,53.798,,,,,,
140,04/08/19 01:00:00 AM,53.623,,,,,,
141,04/08/19 02:00:00 AM,52.750,,,,,,
142,04/08/19 03:00:00 AM,52.576,,,,,,
143,04/08/19 04:00:00 AM,50.819,,,,,,
144,04/08/19 05:00:00 AM,49.582,,,,,,
145,04/08/19 06:00:00 AM,49.228,,,,,,
146,04/08/19 07:00:00 AM,48.517,,,,,,
147,04/08/19 08:00:00 AM,52.050,,,,,,
148,04/08/19 09:00:00 AM,60.539,,,,,,
149,04/08/19 10:00:00 AM,73.234,,,,,,
150,04/08/19 11:00:00 AM,82.686,,,,,,
151,04/08/19 12:00:00 PM,79.502,,,,,,
152,04/08/19 01:00:00 PM,76.703,,,,,,
153,04/08/19 02:00:00 PM,75.484,,,,,,
154,04/08/19 03:00:00 PM,77.574,,,,,,
155,04/08/19 04:00:00 PM,77.050,,,,,,
156,04/08/19 05:00:00 PM,67.221,,,,,,
157,04/08/19 06:00:00 PM,63.282,,,,,,
158,04/08/19 07:00:00 PM,61.741,,,,,,
159,04/08/19 08:00:00 PM,59.680,,,,,,
160,04/08/19 09:00:00 PM,58.993,,,,,,
161,04/08/19 09:57:34 PM,,0.36,,,,,
162,04/08/19 10:00:00 PM,58.131,,,,,,
163,04/08/19 10:38:48 PM,,0.37,,,,,
164,04/08/19 11:00:00 PM,57.441,,,,,,
165,04/08/19 11:52:35 PM,,0.38,,,,,
166,04/09/19 12:00:00 AM,56.230,,,,,,
167,04/09/19 01:00:00 AM,54.669,,,,,,
168,04/09/19 01:44:11 AM,,0.39,,,,,
169,04/09/19 02:00:00 AM,53.449,,,,,,
170,04/09/19 03:00:00 AM,52.750,,,,,,
171,04/09/19 04:00:00 AM,51.346,,,,,,
172,04/09/19 05:00:00 AM,50.466,,,,,,
173,04/09/19 06:00:00 AM,49.050,,,,,,
174,04/09/19 07:00:00 AM,49.759,,,,,,
175,04/09/19 08:00:00 AM,50.819,,,,,,
176,04/09/19 09:00:00 AM,62.598,,,,,,
177,04/09/19 10:00:00 AM,72.028,,,,,,
178,04/09/19 11:00:00 AM,72.028,,,,,,
179,04/09/19 12:00:00 PM,74.619,,,,,,
180,04/09/19 01:00:00 PM,71.168,,,,,,
181,04/09/19 02:00:00 PM,65.851,,,,,,
182,04/09/19 03:00:00 PM,65.851,,,,,,
183,04/09/19 04:00:00 PM,64.825,,,,,,
184,04/09/19 05:00:00 PM,62.083,,,,,,
185,04/09/19 06:00:00 PM,57.441,,,,,,
186,04/09/19 07:00:00 PM,54.495,,,,,,
187,04/09/19 08:00:00 PM,52.401,,,,,,
188,04/09/19 09:00:00 PM,51.172,,,,,,
189,04/09/19 10:00:00 PM,50.819,,,,,,
190,04/09/19 11:00:00 PM,49.050,,,,,,
191,04/10/19 12:00:00 AM,46.369,,,,,,
192,04/10/19 01:00:00 AM,45.648,,,,,,
193,04/10/19 02:00:00 AM,44.742,,,,,,
194,04/10/19 03:00:00 AM,43.831,,,,,,
195,04/10/19 04:00:00 AM,44.013,,,,,,
196,04/10/19 05:00:00 AM,42.548,,,,,,
197,04/10/19 06:00:00 AM,41.625,,,,,,
198,04/10/19 07:00:00 AM,40.509,,,,,,
199,04/10/19 08:00:00 AM,41.810,,,,,,
200,04/10/19 09:00:00 AM,55.711,,,,,,
201,04/10/19 10:00:00 AM,70.995,,,,,,
202,04/10/19 11:00:00 AM,74.964,,,,,,
203,04/10/19 12:00:00 PM,74.446,,,,,,
204,04/10/19 01:00:00 PM,70.824,,,,,,
205,04/10/19 02:00:00 PM,68.077,,,,,,
206,04/10/19 03:00:00 PM,68.592,,,,,,
207,04/10/19 04:00:00 PM,67.735,,,,,,
208,04/10/19 05:00:00 PM,65.338,,,,,,
209,04/10/19 06:00:00 PM,60.539,,,,,,
210,04/10/19 07:00:00 PM,57.614,,,,,,
211,04/10/19 08:00:00 PM,53.623,,,,,,
212,04/10/19 09:00:00 PM,49.937,,,,,,
213,04/10/19 10:00:00 PM,47.982,,,,,,
214,04/10/19 11:00:00 PM,45.104,,,,,,
215,04/11/19 12:00:00 AM,44.195,,,,,,
216,04/11/19 01:00:00 AM,42.732,,,,,,
217,04/11/19 02:00:00 AM,41.439,,,,,,
218,04/11/19 03:00:00 AM,40.881,,,,,,
219,04/11/19 04:00:00 AM,41.254,,,,,,
220,04/11/19 05:00:00 AM,40.696,,,,,,
221,04/11/19 06:00:00 AM,39.947,,,,,,
222,04/11/19 07:00:00 AM,40.321,,,,,,
223,04/11/19 08:00:00 AM,44.922,,,,,,
224,04/11/19 09:00:00 AM,57.268,,,,,,
225,04/11/19 10:00:00 AM,67.735,,,,,,
226,04/11/19 11:00:00 AM,68.763,,,,,,
227,04/11/19 12:00:00 PM,72.372,,,,,,
228,04/11/19 01:00:00 PM,70.308,,,,,,
229,04/11/19 02:00:00 PM,64.652,,,,,,
230,04/11/19 03:00:00 PM,64.996,,,,,,
231,04/11/19 04:00:00 PM,60.539,,,,,,
232,04/11/19 05:00:00 PM,60.883,,,,,,
233,04/11/19 06:00:00 PM,55.711,,,,,,
234,04/11/19 07:00:00 PM,53.623,,,,,,
235,04/11/19 08:00:00 PM,52.225,,,,,,
236,04/11/19 09:00:00 PM,51.172,,,,,,
237,04/11/19 10:00:00 PM,49.759,,,,,,
238,04/11/19 11:00:00 PM,49.050,,,,,,
239,04/12/19 12:00:00 AM,49.228,,,,,,
240,04/12/19 01:00:00 AM,47.802,,,,,,
241,04/12/19 02:00:00 AM,49.759,,,,,,
242,04/12/19 03:00:00 AM,50.819,,,,,,
243,04/12/19 04:00:00 AM,50.819,,,,,,
244,04/12/19 05:00:00 AM,46.728,,,,,,
245,04/12/19 06:00:00 AM,44.742,,,,,,
246,04/12/19 07:00:00 AM,44.922,,,,,,
247,04/12/19 08:00:00 AM,45.466,,,,,,
248,04/12/19 09:00:00 AM,62.598,,,,,,
249,04/12/19 10:00:00 AM,72.028,,,,,,
250,04/12/19 11:00:00 AM,76.354,,,,,,
251,04/12/19 12:00:00 PM,74.098,,,,,,
252,04/12/19 01:00:00 PM,69.278,,,,,,
253,04/12/19 02:00:00 PM,66.708,,,,,,
254,04/12/19 03:00:00 PM,70.651,,,,,,
255,04/12/19 04:00:00 PM,70.137,,,,,,
256,04/12/19 05:00:00 PM,67.564,,,,,,
257,04/12/19 06:00:00 PM,64.310,,,,,,
258,04/12/19 07:00:00 PM,60.883,,,,,,
259,04/12/19 08:00:00 PM,53.100,,,,,,
260,04/12/19 09:00:00 PM,49.937,,,,,,
261,04/12/19 10:00:00 PM,47.624,,,,,,
262,04/12/19 11:00:00 PM,45.466,,,,,,
263,04/13/19 12:00:00 AM,43.831,,,,,,
264,04/13/19 01:00:00 AM,42.732,,,,,,
265,04/13/19 02:00:00 AM,41.625,,,,,,
266,04/13/19 03:00:00 AM,41.254,,,,,,
267,04/13/19 04:00:00 AM,39.760,,,,,,
268,04/13/19 05:00:00 AM,39.384,,,,,,
269,04/13/19 06:00:00 AM,38.629,,,,,,
270,04/13/19 07:00:00 AM,38.818,,,,,,
271,04/13/19 08:00:00 AM,44.742,,,,,,
272,04/13/19 09:00:00 AM,57.096,,,,,,
273,04/13/19 10:00:00 AM,67.906,,,,,,
274,04/13/19 11:00:00 AM,71.856,,,,,,
275,04/13/19 12:00:00 PM,74.964,,,,,,
276,04/13/19 01:00:00 PM,72.372,,,,,,
277,04/13/19 02:00:00 PM,69.964,,,,,,
278,04/13/19 03:00:00 PM,70.137,,,,,,
279,04/13/19 04:00:00 PM,70.308,,,,,,
280,04/13/19 05:00:00 PM,63.797,,,,,,
281,04/13/19 06:00:00 PM,61.741,,,,,,
282,04/13/19 07:00:00 PM,57.614,,,,,,
283,04/13/19 08:00:00 PM,53.274,,,,,,
284,04/13/19 09:00:00 PM,51.699,,,,,,
285,04/13/19 10:00:00 PM,49.937,,,,,,
286,04/13/19 11:00:00 PM,47.624,,,,,,
287,04/14/19 12:00:00 AM,49.759,,,,,,
288,04/14/19 01:00:00 AM,50.113,,,,,,
289,04/14/19 02:00:00 AM,49.228,,,,,,
290,04/14/19 03:00:00 AM,46.908,,,,,,
291,04/14/19 04:00:00 AM,44.922,,,,,,
292,04/14/19 05:00:00 AM,43.099,,,,,,
293,04/14/19 06:00:00 AM,41.254,,,,,,
294,04/14/19 07:00:00 AM,39.947,,,,,,
295,04/14/19 08:00:00 AM,41.254,,,,,,
296,04/14/19 09:00:00 AM,53.798,,,,,,
297,04/14/19 10:00:00 AM,71.683,,,,,,
298,04/14/19 11:00:00 AM,74.964,,,,,,
299,04/14/19 12:00:00 PM,73.753,,,,,,
300,04/14/19 01:00:00 PM,70.651,,,,,,
301,04/14/19 02:00:00 PM,66.537,,,,,,
302,04/14/19 03:00:00 PM,67.392,,,,,,
303,04/14/19 04:00:00 PM,66.366,,,,,,
304,04/14/19 05:00:00 PM,63.282,,,,,,
305,04/14/19 06:00:00 PM,59.851,,,,,,
306,04/14/19 07:00:00 PM,56.750,,,,,,
307,04/14/19 08:00:00 PM,53.449,,,,,,
308,04/14/19 09:00:00 PM,48.871,,,,,,
309,04/14/19 10:00:00 PM,45.466,,,,,,
310,04/14/19 11:00:00 PM,42.548,,,,,,
311,04/15/19 12:00:00 AM,43.282,,,,,,
312,04/15/19 01:00:00 AM,42.179,,,,,,
313,04/15/19 02:00:00 AM,41.810,,,,,,
314,04/15/19 03:00:00 AM,42.915,,,,,,
315,04/15/19 04:00:00 AM,41.810,,,,,,
316,04/15/19 05:00:00 AM,39.007,,,,,,
317,04/15/19 06:00:00 AM,38.061,,,,,,
318,04/15/19 07:00:00 AM,37.870,,,,,,
319,04/15/19 08:00:00 AM,43.099,,,,,,
320,04/15/19 09:00:00 AM,56.577,,,,,,
321,04/15/19 10:00:00 AM,73.062,,,,,,
322,04/15/19 11:00:00 AM,72.199,,,,,,
323,04/15/19 12:00:00 PM,72.718,,,,,,
324,04/15/19 01:00:00 PM,68.763,,,,,,
325,04/15/19 02:00:00 PM,63.111,,,,,,
326,04/15/19 03:00:00 PM,58.647,,,,,,
327,04/15/19 04:00:00 PM,57.614,,,,,,
328,04/15/19 05:00:00 PM,54.147,,,,,,
329,04/15/19 05:35:43 PM,,0.40,,,,,
330,04/15/19 06:00:00 PM,52.225,,,,,,
331,04/15/19 06:21:31 PM,,0.41,,,,,
332,04/15/19 07:00:00 PM,50.995,,,,,,
333,04/15/19 07:57:41 PM,,0.42,,,,,
334,04/15/19 08:00:00 PM,50.290,,,,,,
335,04/15/19 09:00:00 PM,50.290,,,,,,
336,04/15/19 09:25:30 PM,,0.43,,,,,
337,04/15/19 10:00:00 PM,50.466,,,,,,
338,04/15/19 10:06:45 PM,,0.44,,,,,
339,04/15/19 11:00:00 PM,50.643,,,,,,
340,04/15/19 11:38:26 PM,,0.45,,,,,
341,04/16/19 12:00:00 AM,50.819,,,,,,
342,04/16/19 01:00:00 AM,50.995,,,,,,
343,04/16/19 01:08:24 AM,,0.46,,,,,
344,04/16/19 01:12:13 AM,,0.47,,,,,
345,04/16/19 01:25:19 AM,,0.48,,,,,
346,04/16/19 02:00:00 AM,51.172,,,,,,
347,04/16/19 02:15:48 AM,,0.49,,,,,
348,04/16/19 02:24:41 AM,,0.50,,,,,
349,04/16/19 02:26:14 AM,,0.51,,,,,
350,04/16/19 02:28:54 AM,,0.52,,,,,
351,04/16/19 02:30:30 AM,,0.53,,,,,
352,04/16/19 02:32:12 AM,,0.54,,,,,
353,04/16/19 02:34:50 AM,,0.55,,,,,
354,04/16/19 02:42:28 AM,,0.56,,,,,
355,04/16/19 03:00:00 AM,51.172,,,,,,
356,04/16/19 03:07:02 AM,,0.57,,,,,
357,04/16/19 04:00:00 AM,51.172,,,,,,
358,04/16/19 05:00:00 AM,50.466,,,,,,
359,04/16/19 06:00:00 AM,48.871,,,,,,
360,04/16/19 07:00:00 AM,46.548,,,,,,
361,04/16/19 08:00:00 AM,47.982,,,,,,
362,04/16/19 08:53:19 AM,,,Logged,,,,
363,04/16/19 08:56:25 AM,,,,Logged,,,
364,04/16/19 09:00:00 AM,68.763,,,,,,
365,04/16/19 09:02:20 AM,,,Logged,,,,
366,04/16/19 09:02:28 AM,,,,,Logged,,
367,04/16/19 09:03:51 AM,,,,,Logged,,
368,04/16/19 09:04:15 AM,,0.57,,,,Logged,Logged
