"Plot Title: LC RRG"
"#","Date Time, GMT-08:00","Event, inches (LGR S/N: 10592081, SEN S/N: 10592081)","Coupler Detached (LGR S/N: 10592081, SEN S/N: 10592081)","Coupler Attached (LGR S/N: 10592081, SEN S/N: 10592081)","Host Connected (LGR S/N: 10592081, SEN S/N: 10592081)","End Of File (LGR S/N: 10592081, SEN S/N: 10592081)"
240,01/17/16 11:09:09 PM,2.38,,,,
241,01/17/16 11:13:23 PM,2.39,,,,
242,01/17/16 11:19:23 PM,2.40,,,,
243,01/17/16 11:21:50 PM,2.41,,,,
244,01/17/16 11:24:13 PM,2.42,,,,
245,01/17/16 11:26:12 PM,2.43,,,,
246,01/17/16 11:29:22 PM,2.44,,,,
247,01/17/16 11:32:48 PM,2.45,,,,
248,01/17/16 11:35:08 PM,2.46,,,,
249,01/17/16 11:36:41 PM,2.47,,,,
250,01/17/16 11:39:16 PM,2.48,,,,
251,01/17/16 11:41:44 PM,2.49,,,,
252,01/17/16 11:44:19 PM,2.50,,,,
253,01/17/16 11:46:46 PM,2.51,,,,
254,01/17/16 11:49:09 PM,2.52,,,,
255,01/17/16 11:51:21 PM,2.53,,,,
256,01/17/16 11:53:43 PM,2.54,,,,
257,01/17/16 11:55:54 PM,2.55,,,,
258,01/17/16 11:58:47 PM,2.56,,,,
259,01/18/16 12:00:54 AM,2.57,,,,
260,01/18/16 12:02:49 AM,2.58,,,,
261,01/18/16 12:04:33 AM,2.59,,,,
262,01/18/16 12:06:24 AM,2.60,,,,
263,01/18/16 12:08:26 AM,2.61,,,,
264,01/18/16 12:10:58 AM,2.62,,,,
265,01/18/16 12:12:37 AM,2.63,,,,
266,01/18/16 12:14:41 AM,2.64,,,,
267,01/18/16 12:16:38 AM,2.65,,,,
268,01/18/16 12:18:12 AM,2.66,,,,
269,01/18/16 12:19:07 AM,2.67,,,,
270,01/18/16 12:20:06 AM,2.68,,,,
271,01/18/16 12:21:08 AM,2.69,,,,
272,01/18/16 12:22:03 AM,2.70,,,,
273,01/18/16 12:22:54 AM,2.71,,,,
274,01/18/16 12:23:40 AM,2.72,,,,
275,01/18/16 12:24:08 AM,2.73,,,,
276,01/18/16 12:24:38 AM,2.74,,,,
277,01/18/16 12:25:17 AM,2.75,,,,
278,01/18/16 12:25:58 AM,2.76,,,,
279,01/18/16 12:26:31 AM,2.77,,,,
280,01/18/16 12:27:04 AM,2.78,,,,
281,01/18/16 12:27:31 AM,2.79,,,,
282,01/18/16 12:28:04 AM,2.80,,,,
283,01/18/16 12:28:42 AM,2.81,,,,
284,01/18/16 12:29:27 AM,2.82,,,,
285,01/18/16 12:30:23 AM,2.83,,,,
286,01/18/16 12:31:27 AM,2.84,,,,
287,01/18/16 12:32:19 AM,2.85,,,,
288,01/18/16 12:33:35 AM,2.86,,,,
289,01/18/16 12:34:33 AM,2.87,,,,
290,01/18/16 12:35:53 AM,2.88,,,,
291,01/18/16 12:37:00 AM,2.89,,,,
292,01/18/16 12:38:16 AM,2.90,,,,
293,01/18/16 12:39:08 AM,2.91,,,,
294,01/18/16 12:40:20 AM,2.92,,,,
295,01/18/16 12:41:32 AM,2.93,,,,
296,01/18/16 12:42:53 AM,2.94,,,,
297,01/18/16 12:44:08 AM,2.95,,,,
298,01/18/16 12:46:52 AM,2.96,,,,
299,01/18/16 12:50:38 AM,2.97,,,,
300,01/18/16 12:54:34 AM,2.98,,,,
301,01/18/16 12:57:39 AM,2.99,,,,
302,01/18/16 01:00:43 AM,3.00,,,,
303,01/18/16 01:03:51 AM,3.01,,,,
304,01/18/16 01:06:44 AM,3.02,,,,
305,01/18/16 01:09:40 AM,3.03,,,,
306,01/18/16 01:12:21 AM,3.04,,,,
307,01/18/16 01:15:47 AM,3.05,,,,
308,01/18/16 01:19:12 AM,3.06,,,,
309,01/18/16 01:22:08 AM,3.07,,,,
310,01/18/16 01:25:56 AM,3.08,,,,
311,01/18/16 01:29:09 AM,3.09,,,,
312,01/18/16 01:32:23 AM,3.10,,,,
313,01/18/16 01:35:38 AM,3.11,,,,
314,01/18/16 01:38:23 AM,3.12,,,,
315,01/18/16 01:40:43 AM,3.13,,,,
316,01/18/16 01:43:28 AM,3.14,,,,
317,01/18/16 01:46:13 AM,3.15,,,,
318,01/18/16 01:49:03 AM,3.16,,,,
319,01/18/16 01:51:28 AM,3.17,,,,
320,01/18/16 01:55:48 AM,3.18,,,,
321,01/18/16 02:00:08 AM,3.19,,,,
322,01/18/16 02:04:06 AM,3.20,,,,
323,01/18/16 02:08:15 AM,3.21,,,,
324,01/18/16 02:13:41 AM,3.22,,,,
325,01/18/16 02:18:29 AM,3.23,,,,
326,01/18/16 02:23:56 AM,3.24,,,,
327,01/18/16 02:34:03 AM,3.25,,,,
328,01/18/16 03:00:01 AM,3.26,,,,
329,01/18/16 03:08:28 AM,3.27,,,,
330,01/18/16 03:14:38 AM,3.28,,,,
331,01/18/16 03:21:09 AM,3.29,,,,
332,01/18/16 03:31:30 AM,3.30,,,,
333,01/18/16 03:42:10 AM,3.31,,,,
334,01/18/16 11:49:46 AM,3.32,,,,
335,01/19/16 02:14:30 AM,3.33,,,,
336,01/19/16 02:20:26 AM,3.34,,,,
337,01/19/16 02:33:14 AM,3.35,,,,
338,01/19/16 02:48:09 AM,3.36,,,,
339,01/19/16 03:01:51 AM,3.37,,,,
340,01/19/16 03:17:40 AM,3.38,,,,
341,01/19/16 03:26:08 AM,3.39,,,,
342,01/19/16 03:48:11 AM,3.40,,,,
343,01/19/16 03:51:20 AM,3.41,,,,
344,01/19/16 03:54:29 AM,3.42,,,,
345,01/19/16 03:58:09 AM,3.43,,,,
346,01/19/16 04:01:23 AM,3.44,,,,
347,01/19/16 04:05:30 AM,3.45,,,,
348,01/19/16 04:11:32 AM,3.46,,,,
349,01/19/16 04:19:15 AM,3.47,,,,
350,01/19/16 04:29:14 AM,3.48,,,,
351,01/19/16 04:34:08 AM,3.49,,,,
352,01/19/16 04:35:51 AM,3.50,,,,
353,01/19/16 04:37:04 AM,3.51,,,,
354,01/19/16 04:42:56 AM,3.52,,,,
355,01/19/16 04:50:01 AM,3.53,,,,
356,01/19/16 04:54:45 AM,3.54,,,,
357,01/19/16 04:58:08 AM,3.55,,,,
358,01/19/16 05:02:10 AM,3.56,,,,
359,01/19/16 05:04:18 AM,3.57,,,,
360,01/19/16 05:06:49 AM,3.58,,,,
361,01/19/16 05:10:08 AM,3.59,,,,
362,01/19/16 05:14:01 AM,3.60,,,,
363,01/19/16 05:17:10 AM,3.61,,,,
364,01/19/16 05:19:32 AM,3.62,,,,
365,01/19/16 05:20:50 AM,3.63,,,,
366,01/19/16 05:22:28 AM,3.64,,,,
367,01/19/16 05:24:15 AM,3.65,,,,
368,01/19/16 05:28:02 AM,3.66,,,,
369,01/19/16 05:30:40 AM,3.67,,,,
370,01/19/16 05:33:23 AM,3.68,,,,
371,01/19/16 05:35:22 AM,3.69,,,,
372,01/19/16 05:38:06 AM,3.70,,,,
373,01/19/16 05:39:33 AM,3.71,,,,
374,01/19/16 05:41:41 AM,3.72,,,,
375,01/19/16 05:43:47 AM,3.73,,,,
376,01/19/16 05:46:04 AM,3.74,,,,
377,01/19/16 05:48:29 AM,3.75,,,,
378,01/19/16 05:51:34 AM,3.76,,,,
379,01/19/16 05:54:39 AM,3.77,,,,
380,01/19/16 05:58:43 AM,3.78,,,,
381,01/19/16 06:00:30 AM,3.79,,,,
382,01/19/16 06:02:12 AM,3.80,,,,
383,01/19/16 06:03:45 AM,3.81,,,,
384,01/19/16 06:05:08 AM,3.82,,,,
385,01/19/16 06:07:09 AM,3.83,,,,
386,01/19/16 06:09:29 AM,3.84,,,,
387,01/19/16 06:11:38 AM,3.85,,,,
388,01/19/16 06:14:01 AM,3.86,,,,
389,01/19/16 06:16:04 AM,3.87,,,,
390,01/19/16 06:19:02 AM,3.88,,,,
391,01/19/16 06:21:08 AM,3.89,,,,
392,01/19/16 06:22:59 AM,3.90,,,,
393,01/19/16 06:24:40 AM,3.91,,,,
394,01/19/16 06:26:26 AM,3.92,,,,
395,01/19/16 06:27:50 AM,3.93,,,,
396,01/19/16 06:29:51 AM,3.94,,,,
397,01/19/16 06:31:00 AM,3.95,,,,
398,01/19/16 06:33:15 AM,3.96,,,,
399,01/19/16 06:36:10 AM,3.97,,,,
400,01/19/16 06:39:41 AM,3.98,,,,
401,01/19/16 06:42:53 AM,3.99,,,,
402,01/19/16 06:46:15 AM,4.00,,,,
403,01/19/16 06:56:45 AM,4.01,,,,
404,01/19/16 07:07:09 AM,4.02,,,,
405,01/19/16 07:12:10 AM,4.03,,,,
406,01/19/16 07:17:38 AM,4.04,,,,
407,01/19/16 07:21:24 AM,4.05,,,,
408,01/19/16 07:23:55 AM,4.06,,,,
409,01/19/16 07:26:20 AM,4.07,,,,
410,01/19/16 07:28:00 AM,4.08,,,,
411,01/19/16 07:28:56 AM,4.09,,,,
412,01/19/16 07:30:01 AM,4.10,,,,
413,01/19/16 07:31:07 AM,4.11,,,,
414,01/19/16 07:32:40 AM,4.12,,,,
415,01/19/16 07:34:06 AM,4.13,,,,
416,01/19/16 07:35:39 AM,4.14,,,,
417,01/19/16 07:36:42 AM,4.15,,,,
418,01/19/16 07:37:43 AM,4.16,,,,
419,01/19/16 07:38:47 AM,4.17,,,,
420,01/19/16 07:40:31 AM,4.18,,,,
421,01/19/16 07:42:20 AM,4.19,,,,
422,01/19/16 07:43:51 AM,4.20,,,,
423,01/19/16 07:45:21 AM,4.21,,,,
424,01/19/16 07:47:12 AM,4.22,,,,
425,01/19/16 07:48:50 AM,4.23,,,,
426,01/19/16 07:52:01 AM,4.24,,,,
427,01/19/16 07:54:07 AM,4.25,,,,
428,01/19/16 07:56:16 AM,4.26,,,,
429,01/19/16 07:57:49 AM,4.27,,,,
430,01/19/16 07:59:19 AM,4.28,,,,
431,01/19/16 08:00:44 AM,4.29,,,,
432,01/19/16 08:02:33 AM,4.30,,,,
433,01/19/16 08:03:44 AM,4.31,,,,
434,01/19/16 08:04:47 AM,4.32,,,,
435,01/19/16 08:06:13 AM,4.33,,,,
436,01/19/16 08:07:48 AM,4.34,,,,
437,01/19/16 08:09:20 AM,4.35,,,,
438,01/19/16 08:10:40 AM,4.36,,,,
439,01/19/16 08:12:08 AM,4.37,,,,
440,01/19/16 08:14:35 AM,4.38,,,,
441,01/19/16 08:16:14 AM,4.39,,,,
442,01/19/16 08:17:40 AM,4.40,,,,
443,01/19/16 08:18:57 AM,4.41,,,,
444,01/19/16 08:20:53 AM,4.42,,,,
445,01/19/16 08:23:11 AM,4.43,,,,
446,01/19/16 08:24:30 AM,4.44,,,,
447,01/19/16 08:25:18 AM,4.45,,,,
448,01/19/16 08:26:04 AM,4.46,,,,
449,01/19/16 08:26:36 AM,4.47,,,,
450,01/19/16 08:27:12 AM,4.48,,,,
451,01/19/16 08:27:46 AM,4.49,,,,
452,01/19/16 08:28:44 AM,4.50,,,,
453,01/19/16 08:29:19 AM,4.51,,,,
454,01/19/16 08:29:54 AM,4.52,,,,
455,01/19/16 08:30:17 AM,4.53,,,,
456,01/19/16 08:30:44 AM,4.54,,,,
457,01/19/16 08:31:18 AM,4.55,,,,
458,01/19/16 08:31:54 AM,4.56,,,,
459,01/19/16 08:32:29 AM,4.57,,,,
460,01/19/16 08:33:03 AM,4.58,,,,
461,01/19/16 08:33:23 AM,4.59,,,,
462,01/19/16 08:33:52 AM,4.60,,,,
463,01/19/16 08:34:31 AM,4.61,,,,
464,01/19/16 08:35:21 AM,4.62,,,,
465,01/19/16 08:36:01 AM,4.63,,,,
466,01/19/16 08:36:50 AM,4.64,,,,
467,01/19/16 08:37:32 AM,4.65,,,,
468,01/19/16 08:38:43 AM,4.66,,,,
469,01/19/16 08:39:29 AM,4.67,,,,
470,01/19/16 08:40:23 AM,4.68,,,,
471,01/19/16 08:41:19 AM,4.69,,,,
472,01/19/16 08:42:44 AM,4.70,,,,
473,01/19/16 08:44:18 AM,4.71,,,,
474,01/19/16 08:46:21 AM,4.72,,,,
475,01/19/16 08:48:20 AM,4.73,,,,
476,01/19/16 08:53:09 AM,4.74,,,,
477,01/19/16 08:54:49 AM,4.75,,,,
478,01/19/16 08:55:24 AM,4.76,,,,
479,01/19/16 08:55:51 AM,4.77,,,,
480,01/19/16 08:56:28 AM,4.78,,,,
481,01/19/16 08:57:13 AM,4.79,,,,
482,01/19/16 08:58:05 AM,4.80,,,,
483,01/19/16 08:58:41 AM,4.81,,,,
484,01/19/16 08:59:53 AM,4.82,,,,
485,01/19/16 09:02:23 AM,4.83,,,,
486,01/19/16 09:09:02 AM,4.84,,,,
487,01/19/16 09:13:24 AM,4.85,,,,
488,01/19/16 09:21:51 AM,4.86,,,,
489,01/19/16 09:47:16 AM,4.87,,,,
490,01/19/16 09:49:22 AM,4.88,,,,
491,01/19/16 09:50:54 AM,4.89,,,,
492,01/19/16 09:52:32 AM,4.90,,,,
493,01/19/16 09:53:33 AM,4.91,,,,
494,01/19/16 09:56:52 AM,4.92,,,,
495,01/19/16 10:08:38 AM,4.93,,,,
496,01/19/16 10:11:48 AM,4.94,,,,
497,01/19/16 10:13:08 AM,4.95,,,,
498,01/19/16 10:14:29 AM,4.96,,,,
499,01/19/16 10:15:02 AM,4.97,,,,
500,01/19/16 10:16:07 AM,4.98,,,,
501,01/19/16 10:17:29 AM,4.99,,,,
502,01/19/16 10:19:46 AM,5.00,,,,
503,01/19/16 10:23:20 AM,5.01,,,,
504,01/19/16 10:26:45 AM,5.02,,,,
505,01/19/16 10:29:47 AM,5.03,,,,
506,01/19/16 10:36:34 AM,5.04,,,,
507,01/19/16 10:41:44 AM,5.05,,,,
508,01/19/16 10:47:43 AM,5.06,,,,
509,01/19/16 10:57:08 AM,5.07,,,,
510,01/19/16 11:01:05 AM,5.08,,,,
511,01/19/16 11:07:13 AM,5.09,,,,
512,01/19/16 11:24:48 AM,5.10,,,,
513,01/19/16 11:30:30 AM,5.11,,,,
514,01/19/16 11:41:08 AM,5.12,,,,
515,01/19/16 11:52:57 AM,5.13,,,,
516,01/20/16 12:01:35 PM,5.14,,,,
517,01/21/16 11:12:51 AM,,,Logged,,
518,01/21/16 11:12:53 AM,,,,Logged,
519,01/21/16 11:13:08 AM,5.14,,,,Logged
