Serial Number:     392387     --     Series: Event (Rainfall Event)

Date Time	Event (Rainfall Event)
01/20/12 16:51:48.0	0.8349
01/20/12 16:56:28.0	0.8445
01/20/12 17:16:45.5	0.8541
01/20/12 18:23:33.0	0.8637
01/20/12 18:29:26.5	0.8733
01/20/12 18:32:12.5	0.8829
01/20/12 18:34:22.5	0.8925
01/20/12 18:36:26.5	0.9021
01/20/12 18:38:34.0	0.9117
01/20/12 18:42:25.5	0.9213
01/20/12 18:44:09.0	0.9309
01/20/12 18:46:26.5	0.9405
01/20/12 18:50:16.5	0.9501
01/20/12 18:58:27.0	0.9597
01/20/12 19:00:21.5	0.9693
01/20/12 19:04:38.5	0.9789
01/20/12 19:08:38.5	0.9885
01/20/12 19:14:40.0	0.9981
01/20/12 19:21:36.0	1.0077
01/20/12 19:24:18.5	1.0173
01/20/12 19:27:50.5	1.0268
01/20/12 19:30:15.0	1.0364
01/20/12 19:32:13.5	1.046
01/20/12 19:35:39.0	1.0556
01/20/12 19:49:06.5	1.0652
01/20/12 19:55:25.0	1.0748
01/20/12 19:58:39.0	1.0844
01/20/12 20:01:59.5	1.094
01/20/12 20:04:23.0	1.1036
01/20/12 20:07:02.0	1.1132
01/20/12 20:09:42.0	1.1228
01/20/12 20:10:59.0	1.1324
01/20/12 20:12:48.5	1.142
01/20/12 20:14:38.0	1.1516
01/20/12 20:16:13.0	1.1612
01/20/12 20:18:16.5	1.1708
01/20/12 20:19:53.0	1.1804
01/20/12 20:22:10.0	1.19
01/20/12 20:23:33.5	1.1996
01/20/12 20:27:45.5	1.2092
01/20/12 20:29:49.5	1.2188
01/20/12 20:31:02.0	1.2284
01/20/12 20:32:07.5	1.238
01/20/12 20:32:50.5	1.2476
01/20/12 20:33:59.5	1.2572
01/20/12 20:34:41.0	1.2668
01/20/12 20:35:28.0	1.2764
01/20/12 20:37:53.0	1.286
01/20/12 20:41:27.0	1.2956
01/20/12 20:47:52.5	1.3052
01/20/12 20:49:42.0	1.3147
01/20/12 20:53:52.0	1.3243
01/20/12 20:57:23.0	1.3339
01/20/12 21:11:23.0	1.3435
01/20/12 21:17:49.0	1.3531
01/20/12 21:21:13.0	1.3627
01/20/12 21:24:43.5	1.3723
01/20/12 21:28:42.5	1.3819
01/20/12 21:31:23.0	1.3915
01/20/12 21:34:40.5	1.4011
01/20/12 21:37:45.5	1.4107
01/20/12 21:40:34.5	1.4203
01/20/12 21:45:00.5	1.4299
01/20/12 21:53:47.0	1.4395
01/20/12 21:56:52.0	1.4491
01/20/12 21:59:14.0	1.4587
01/20/12 22:02:45.0	1.4683
01/20/12 22:09:11.0	1.4779
01/20/12 22:12:01.5	1.4875
01/20/12 22:14:08.0	1.4971
01/20/12 22:16:17.0	1.5067
01/20/12 22:17:54.0	1.5163
01/20/12 22:20:23.0	1.5259
01/20/12 22:22:04.5	1.5355
01/20/12 22:23:11.5	1.5451
01/20/12 22:24:09.5	1.5547
01/20/12 22:24:52.0	1.5643
01/20/12 22:25:51.5	1.5739
01/20/12 22:27:15.5	1.5835
01/20/12 22:28:44.5	1.5931
01/20/12 22:29:39.0	1.6026
01/20/12 22:30:18.0	1.6122
01/20/12 22:31:24.5	1.6218
01/20/12 22:32:36.0	1.6314
01/20/12 22:33:32.0	1.641
01/20/12 22:34:56.0	1.6506
01/20/12 22:36:36.0	1.6602
01/20/12 22:38:29.0	1.6698
01/20/12 22:39:12.0	1.6794
01/20/12 22:41:19.5	1.689
01/20/12 22:42:49.5	1.6986
01/20/12 22:43:55.5	1.7082
01/20/12 22:44:46.5	1.7178
01/20/12 22:45:48.0	1.7274
01/20/12 22:46:21.5	1.737
01/20/12 22:47:38.0	1.7466
01/20/12 22:48:38.0	1.7562
01/20/12 22:50:06.5	1.7658
01/20/12 22:51:25.0	1.7754
01/20/12 22:53:01.5	1.785
01/20/12 22:54:02.5	1.7946
01/20/12 22:55:20.5	1.8042
01/20/12 22:56:22.5	1.8138
01/20/12 22:57:05.5	1.8234
01/20/12 22:57:48.5	1.833
01/20/12 22:58:58.5	1.8426
01/20/12 23:00:10.0	1.8522
01/20/12 23:01:36.0	1.8618
01/20/12 23:04:31.0	1.8714
01/20/12 23:08:08.5	1.881
01/20/12 23:11:14.5	1.8905
01/20/12 23:14:53.5	1.9001
01/20/12 23:16:59.0	1.9097
01/20/12 23:19:20.0	1.9193
01/20/12 23:22:38.0	1.9289
01/20/12 23:26:21.5	1.9385
01/20/12 23:29:49.0	1.9481
01/20/12 23:34:18.5	1.9577
01/20/12 23:36:40.5	1.9673
01/20/12 23:40:07.0	1.9769
01/20/12 23:42:23.0	1.9865
01/20/12 23:45:15.0	1.9961
01/20/12 23:47:04.0	2.0057
01/20/12 23:48:40.5	2.0153
01/20/12 23:50:26.0	2.0249
01/20/12 23:52:31.0	2.0345
01/20/12 23:54:28.0	2.0441
01/20/12 23:58:05.0	2.0537
01/21/12 00:00:54.0	2.0633
01/21/12 00:07:15.5	2.0729
01/21/12 00:27:21.5	2.0825
01/21/12 00:43:03.5	2.0921
01/21/12 03:32:54.5	2.1017
01/21/12 04:50:33.5	2.1113
01/21/12 04:51:31.5	2.1209
01/21/12 05:10:40.0	2.1305
01/22/12 12:05:44.5	2.1401
01/22/12 12:53:29.5	2.1497
01/22/12 13:03:52.5	2.1593
01/22/12 13:21:08.5	2.1689
01/22/12 15:11:45.5	2.1785
01/22/12 15:44:30.5	2.188
01/22/12 16:18:56.5	2.1976
01/22/12 16:35:28.5	2.2072
01/22/12 16:45:24.0	2.2168
01/22/12 16:50:14.0	2.2264
01/22/12 16:53:50.0	2.236
01/22/12 16:57:54.5	2.2456
01/22/12 17:00:44.5	2.2552
01/22/12 17:02:53.5	2.2648
01/22/12 17:05:56.5	2.2744
01/22/12 17:09:18.5	2.284
01/22/12 17:12:14.0	2.2936
01/22/12 17:18:30.0	2.3032
01/22/12 17:23:50.5	2.3128
01/22/12 17:26:33.0	2.3224
01/22/12 17:27:55.0	2.332
01/22/12 17:30:13.5	2.3416
01/22/12 17:34:30.5	2.3512
01/22/12 17:39:01.5	2.3608
01/22/12 17:45:51.0	2.3704
01/22/12 17:49:30.0	2.38
01/22/12 17:51:37.5	2.3896
01/22/12 17:56:04.0	2.3992
01/22/12 18:03:35.0	2.4088
01/22/12 18:10:55.0	2.4184
01/22/12 18:14:07.0	2.428
01/22/12 18:17:43.5	2.4376
01/22/12 18:20:19.0	2.4472
01/22/12 18:21:23.5	2.4568
01/22/12 18:22:44.0	2.4664
01/22/12 18:24:31.5	2.4759
01/22/12 18:27:48.5	2.4855
01/22/12 18:30:22.5	2.4951
01/22/12 18:34:44.0	2.5047
01/22/12 18:41:43.5	2.5143
01/22/12 18:44:43.0	2.5239
01/22/12 18:50:43.0	2.5335
01/22/12 18:57:25.5	2.5431
01/22/12 18:59:58.0	2.5527
01/22/12 19:06:42.5	2.5623
01/22/12 19:42:49.0	2.5719
01/22/12 20:36:13.0	2.5815
01/22/12 20:37:34.0	2.5911
01/22/12 20:39:23.0	2.6007
01/22/12 20:40:39.0	2.6103
01/22/12 20:42:06.0	2.6199
01/22/12 20:53:41.5	2.6295
01/22/12 21:47:37.0	2.6391
01/22/12 22:50:43.0	2.6487
01/22/12 23:15:39.5	2.6583
01/22/12 23:26:48.0	2.6679
01/22/12 23:30:17.5	2.6775
01/22/12 23:47:32.5	2.6871
01/22/12 23:55:26.0	2.6967
01/22/12 23:59:49.5	2.7063
01/23/12 00:12:18.5	2.7159
01/23/12 00:47:58.0	2.7255
01/23/12 00:56:22.5	2.7351
01/23/12 01:21:52.0	2.7447
01/23/12 01:29:32.5	2.7543
01/23/12 01:34:34.5	2.7638
01/23/12 02:14:26.0	2.7734
01/23/12 02:18:34.0	2.783
01/23/12 02:19:46.5	2.7926
01/23/12 02:28:33.0	2.8022
01/23/12 07:55:17.0	2.8118
01/23/12 10:33:56.5	2.8214
01/23/12 10:51:21.5	2.831
01/24/12 08:55:12.5	2.831
